_id,Date,Hour,WatchPoint,AQI,Level,PrimaryPollution,PM25,PM10,CO,NO2,O3_1h,O3_8h,SO2,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
5e93bcf9690d8b21f9297d1b,20200413,08,监测站,77,良,颗粒物(PM10),52,103,0.9,58,19,16,-,0.723463687150838,0.723463687150838,0.723463687150838,0.723463687150838,0.723463687150838,0.723463687150838,0.723463687150838,0.723463687150838
5e93bd3d690d8b21f9297d62,20200413,08,甘溪港,53,良,颗粒物(PM10),33,56,1.1,22,32,41,1,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956
5e93bd48690d8b21f9297d6e,20200413,08,人民公园,57,良,颗粒物(PM10),15,63,0.4,13,60,61,10,0.5111731843575419,0.5111731843575419,0.5111731843575419,0.5111731843575419,0.5111731843575419,0.5111731843575419,0.5111731843575419,0.5111731843575419
5e93bd46690d8b21f9297d6c,20200413,08,张家港市监测站,95,良,细颗粒物(PM2.5),71,103,0.7,37,73,76,10,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028
5e93bd52690d8b21f9297d79,20200413,08,华柏园,38,优,NaN,18,38,0.3,51,55,72,10,0.26536312849162014,0.26536312849162014,0.26536312849162014,0.26536312849162014,0.26536312849162014,0.26536312849162014,0.26536312849162014,0.26536312849162014
5e93bd17690d8b21f9297d3a,20200413,08,教育园区,67,良,颗粒物(PM10),36,83,0.4,60,6,8,10,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028
5e93bd43690d8b21f9297d68,20200413,08,新市府,20,优,NaN,14,-,0.5,13,63,68,10,0.11452513966480447,0.11452513966480447,0.11452513966480447,0.11452513966480447,0.11452513966480447,0.11452513966480447,0.11452513966480447,0.11452513966480447
5e93bd14690d8b21f9297d37,20200413,08,监测站,174,中度污染,颗粒物(PM10),38,298,0.9,59,2,13,10,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257
5e93bd4d690d8b21f9297d73,20200413,08,睦岗子站,34,优,NaN,20,34,0.4,31,66,63,10,0.22905027932960895,0.22905027932960895,0.22905027932960895,0.22905027932960895,0.22905027932960895,0.22905027932960895,0.22905027932960895,0.22905027932960895
5e93bd02690d8b21f9297d23,20200413,08,水上乐园,156,中度污染,细颗粒物(PM2.5),119,-,0.5,29,77,75,10,0.09776536312849161,0.09776536312849161,0.09776536312849161,0.09776536312849161,0.09776536312849161,0.09776536312849161,0.09776536312849161,0.09776536312849161
