,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
227,32,0.5,20200411,23,优,6,61,66,32,21,NaN,1,河东子站,5e91ecb4690d8b21f9294d8e,0.24860335195530725,0.24860335195530725,0.24860335195530725,0.24860335195530725,0.24860335195530725,0.24860335195530725,0.24860335195530725,0.24860335195530725
324,43,0.9,20200411,23,优,6,82,96,42,30,NaN,1,甘溪港,5e91ed0f690d8b21f9294df2,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435
251,78,0.7,20200411,23,良,17,103,116,-,57,细颗粒物(PM2.5),1,宿迁学院,5e91eccb690d8b21f9294da7,0.7458100558659218,0.7458100558659218,0.7458100558659218,0.7458100558659218,0.7458100558659218,0.7458100558659218,0.7458100558659218,0.7458100558659218
341,16,0.5,20200411,23,优,12,50,52,11,10,NaN,1,睦岗子站,5e91ed24690d8b21f9294e03,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.0893854748603352
72,18,1,20200411,23,优,7,57,89,14,4,NaN,1,通天岩,5e91ec1f690d8b21f9294cef,0.1005586592178771,0.1005586592178771,0.1005586592178771,0.1005586592178771,0.1005586592178771,0.1005586592178771,0.1005586592178771,0.1005586592178771
94,23,0.6,20200411,23,优,7,71,85,-,13,NaN,10,东仁乐园,5e91ec35690d8b21f9294d05,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565
143,64,0.9,20200411,23,良,35,23,67,78,25,颗粒物(PM10),10,环保局,5e91ec62690d8b21f9294d36,0.6396648044692738,0.6396648044692738,0.6396648044692738,0.6396648044692738,0.6396648044692738,0.6396648044692738,0.6396648044692738,0.6396648044692738
87,55,0.7,20200411,23,良,58,46,108,60,18,颗粒物(PM10),10,共和县恰卜恰镇,5e91ec2e690d8b21f9294cfe,0.505586592178771,0.505586592178771,0.505586592178771,0.505586592178771,0.505586592178771,0.505586592178771,0.505586592178771,0.505586592178771
152,23,0.8,20200411,23,优,14,49,58,23,6,NaN,10,来宾二中,5e91ec6a690d8b21f9294d3f,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565
263,79,0.7,20200411,23,良,72,10,74,95,58,细颗粒物(PM2.5),10,党校,5e91ecd7690d8b21f9294db4,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491
176,59,0.6,20200411,23,良,23,35,36,-,42,细颗粒物(PM2.5),10,龙岩师专,5e91ec82690d8b21f9294d59,0.5614525139664804,0.5614525139664804,0.5614525139664804,0.5614525139664804,0.5614525139664804,0.5614525139664804,0.5614525139664804,0.5614525139664804
255,67,0.7,20200411,23,良,67,34,109,83,44,颗粒物(PM10),10,监测站,5e91ecce690d8b21f9294dab,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558
353,46,0.3,20200411,23,优,14,75,66,36,32,NaN,10,天台山庄,5e91ed31690d8b21f9294e10,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391
224,67,0.6,20200411,23,良,33,125,134,45,48,细颗粒物(PM2.5),10,乳山市环保局,5e91ecb1690d8b21f9294d8b,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558,0.6815642458100558
237,92,0.8,20200411,23,良,40,65,92,133,62,颗粒物(PM10),10,小河沿,5e91ecbe690d8b21f9294d99,0.8463687150837989,0.8463687150837989,0.8463687150837989,0.8463687150837989,0.8463687150837989,0.8463687150837989,0.8463687150837989,0.8463687150837989
308,30,0.4,20200411,23,优,9,76,92,23,21,NaN,10,妇幼医院,5e91ed01690d8b21f9294de2,0.23743016759776536,0.23743016759776536,0.23743016759776536,0.23743016759776536,0.23743016759776536,0.23743016759776536,0.23743016759776536,0.23743016759776536
