,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
311,31,0.5,20200412,11,优,12,98,53,29,10,NaN,-,市中心,5e9295cb690d8b21f9295f25,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848
188,52,0.3,20200412,11,良,8,122,96,52,36,细颗粒物(PM2.5),1,省林业公司,5e929554690d8b21f9295ea5,0.42178770949720673,0.42178770949720673,0.42178770949720673,0.42178770949720673,0.42178770949720673,0.42178770949720673,0.42178770949720673,0.42178770949720673
321,48,0.3,20200412,11,优,9,117,92,42,33,NaN,1,龙虎山,5e9295d5690d8b21f9295f2f,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972
152,34,0.7,20200412,11,优,13,92,70,34,3,NaN,10,来宾二中,5e929530690d8b21f9295e7f,0.23184357541899442,0.23184357541899442,0.23184357541899442,0.23184357541899442,0.23184357541899442,0.23184357541899442,0.23184357541899442,0.23184357541899442
182,53,0.6,20200412,11,良,19,107,72,52,37,细颗粒物(PM2.5),10,湖东路四小,5e92954f690d8b21f9295e9f,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.43575418994413406,0.43575418994413406
290,50,0.7,20200412,11,优,12,84,32,50,29,NaN,10,襄城运动路,5e9295b9690d8b21f9295f10,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007
107,28,0.8,20200412,11,优,8,81,36,24,19,NaN,10,林科所,5e929504690d8b21f9295e52,0.10614525139664804,0.10614525139664804,0.10614525139664804,0.10614525139664804,0.10614525139664804,0.10614525139664804,0.10614525139664804,0.10614525139664804
7,57,0.6,20200412,11,良,10,108,69,63,17,颗粒物(PM10),10,深沟寺,5e9294a7690d8b21f9295ded,0.4972067039106145,0.4972067039106145,0.4972067039106145,0.4972067039106145,0.4972067039106145,0.4972067039106145,0.4972067039106145,0.4972067039106145
10,87,0.9,20200412,11,良,15,121,66,106,64,细颗粒物(PM2.5),10,洮北区环保局,5e9294aa690d8b21f9295df0,0.7793296089385475,0.7793296089385475,0.7793296089385475,0.7793296089385475,0.7793296089385475,0.7793296089385475,0.7793296089385475,0.7793296089385475
40,43,0.4,20200412,11,优,12,85,66,37,30,NaN,10,马头岭,5e9294c6690d8b21f9295e0f,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486
86,97,1.2,20200412,11,良,27,98,66,96,72,细颗粒物(PM2.5),10,海门市监测站,5e9294f1690d8b21f9295e3d,0.8296089385474861,0.8296089385474861,0.8296089385474861,0.8296089385474861,0.8296089385474861,0.8296089385474861,0.8296089385474861,0.8296089385474861
245,60,0.4,20200412,11,良,3,105,41,70,20,颗粒物(PM10),10,平朔,5e92958e690d8b21f9295ee1,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949
41,65,0.2,20200412,11,良,13,101,58,80,23,颗粒物(PM10),10,松山一中,5e9294c7690d8b21f9295e10,0.61731843575419,0.61731843575419,0.61731843575419,0.61731843575419,0.61731843575419,0.61731843575419,0.61731843575419,0.61731843575419
54,85,0.6,20200412,11,良,37,73,56,120,44,颗粒物(PM10),10,东山公园,5e9294d3690d8b21f9295e1d,0.770949720670391,0.770949720670391,0.770949720670391,0.770949720670391,0.770949720670391,0.770949720670391,0.770949720670391,0.770949720670391
1,500,1.3,20200412,11,严重污染,53,6,21,1941,468,颗粒物(PM10),10,电视台,5e9294a2690d8b21f9295de7,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196
12,37,0.7,20200412,11,优,11,99,84,37,9,NaN,10,喜丰,5e9294ac690d8b21f9295df2,0.2709497206703911,0.2709497206703911,0.2709497206703911,0.2709497206703911,0.2709497206703911,0.2709497206703911,0.2709497206703911,0.2709497206703911
180,48,0.7,20200412,11,优,22,69,18,45,33,NaN,10,九狮山,5e92954d690d8b21f9295e9d,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972,0.3659217877094972
213,47,0.6,20200412,11,优,6,121,102,47,15,NaN,10,区环保局,5e92956d690d8b21f9295ebf,0.3575418994413408,0.3575418994413408,0.3575418994413408,0.3575418994413408,0.3575418994413408,0.3575418994413408,0.3575418994413408,0.3575418994413408
87,82,0.8,20200412,11,良,18,107,50,113,36,颗粒物(PM10),10,共和县恰卜恰镇,5e9294f2690d8b21f9295e3e,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7653631284916201,0.7653631284916201
232,30,0.4,20200412,11,优,15,93,91,27,4,NaN,10,金平子站,5e929582690d8b21f9295ed4,0.13966480446927373,0.13966480446927373,0.13966480446927373,0.13966480446927373,0.13966480446927373,0.13966480446927373,0.13966480446927373,0.13966480446927373
285,33,0.6,20200412,11,优,16,102,72,33,23,NaN,10,市环保,5e9295b4690d8b21f9295f0b,0.2206703910614525,0.2206703910614525,0.2206703910614525,0.2206703910614525,0.2206703910614525,0.2206703910614525,0.2206703910614525,0.2206703910614525
