,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
41,49,-,20200411,16,优,-,-,91,49,11,NaN,-,松山一中,5e91898d690d8b21f92942c0,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169
165,20,0.5,20200411,16,优,27,51,40,15,14,NaN,-,监测站大楼,5e918a0a690d8b21f9294343,0.05157593123209169,0.05157593123209169,0.05157593123209169,0.05157593123209169,0.05157593123209169,0.05157593123209169,0.05157593123209169,0.05157593123209169
190,51,0.6,20200411,16,良,-,76,62,51,11,颗粒物(PM10),-,那曲监测站,5e918a21690d8b21f929435c,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447
4,29,0.5,20200411,16,优,-,90,80,8,3,NaN,-,阿里监测站,5e91896a690d8b21f929429a,0.1489971346704871,0.1489971346704871,0.1489971346704871,0.1489971346704871,0.1489971346704871,0.1489971346704871,0.1489971346704871,0.1489971346704871
246,25,0.4,20200411,16,优,23,78,77,23,17,NaN,1,上方山,5e918a58690d8b21f9294398,0.08882521489971347,0.08882521489971347,0.08882521489971347,0.08882521489971347,0.08882521489971347,0.08882521489971347,0.08882521489971347,0.08882521489971347
22,34,0.3,20200411,16,优,7,106,93,-,21,NaN,1,万寿西宫,5e91897a690d8b21f92942ac,0.2808022922636103,0.2808022922636103,0.2808022922636103,0.2808022922636103,0.2808022922636103,0.2808022922636103,0.2808022922636103,0.2808022922636103
184,43,0.5,20200411,16,优,11,130,130,43,8,NaN,1,西山风景区,5e918a1c690d8b21f9294356,0.4383954154727794,0.4383954154727794,0.4383954154727794,0.4383954154727794,0.4383954154727794,0.4383954154727794,0.4383954154727794,0.4383954154727794
182,30,0.2,20200411,16,优,9,94,89,30,16,NaN,1,第一医院,5e918a1a690d8b21f9294354,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851
248,30,0.4,20200411,16,优,4,93,72,26,12,NaN,1,东门外小游园,5e918a5a690d8b21f929439a,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851,0.166189111747851
300,48,0.3,20200411,16,优,10,103,110,48,19,NaN,10,妇幼医院,5e918a92690d8b21f92943d2,0.504297994269341,0.504297994269341,0.504297994269341,0.504297994269341,0.504297994269341,0.504297994269341,0.504297994269341,0.504297994269341
320,79,0.7,20200411,16,良,17,71,60,104,58,细颗粒物(PM2.5),10,寒山水库,5e918aa3690d8b21f92943e6,0.828080229226361,0.828080229226361,0.828080229226361,0.828080229226361,0.828080229226361,0.828080229226361,0.828080229226361,0.828080229226361
319,51,0.4,20200411,16,良,18,117,101,52,16,颗粒物(PM10),10,实验中学,5e918aa2690d8b21f92943e5,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447
177,22,0.7,20200411,16,优,32,70,74,20,13,NaN,10,湖东路四小,5e918a15690d8b21f929434f,0.0659025787965616,0.0659025787965616,0.0659025787965616,0.0659025787965616,0.0659025787965616,0.0659025787965616,0.0659025787965616,0.0659025787965616
2,37,0.5,20200411,16,优,5,116,100,31,12,NaN,10,体育场,5e918968690d8b21f9294298,0.332378223495702,0.332378223495702,0.332378223495702,0.332378223495702,0.332378223495702,0.332378223495702,0.332378223495702,0.332378223495702
122,75,0.6,20200411,16,良,17,117,79,69,55,细颗粒物(PM2.5),10,高新区政府,5e9189dc690d8b21f9294313,0.8194842406876791,0.8194842406876791,0.8194842406876791,0.8194842406876791,0.8194842406876791,0.8194842406876791,0.8194842406876791,0.8194842406876791
227,58,0.4,20200411,16,良,28,101,88,66,32,颗粒物(PM10),10,金平子站,5e918a46690d8b21f9294384,0.6819484240687679,0.6819484240687679,0.6819484240687679,0.6819484240687679,0.6819484240687679,0.6819484240687679,0.6819484240687679,0.6819484240687679
282,49,0.7,20200411,16,优,14,112,89,45,34,NaN,10,襄城运动路,5e918a80690d8b21f92943c0,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169
228,49,0.7,20200411,16,优,10,127,97,44,34,NaN,10,市环保局,5e918a47690d8b21f9294385,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169,0.5157593123209169
217,82,0.6,20200411,16,良,51,113,102,113,54,颗粒物(PM10),10,监测站,5e918a3c690d8b21f9294379,0.8481375358166189,0.8481375358166189,0.8481375358166189,0.8481375358166189,0.8481375358166189,0.8481375358166189,0.8481375358166189,0.8481375358166189
339,50,0.4,20200411,16,优,7,127,109,50,20,NaN,10,沙坡头消防站,5e918ab6690d8b21f92943fa,0.5386819484240688,0.5386819484240688,0.5386819484240688,0.5386819484240688,0.5386819484240688,0.5386819484240688,0.5386819484240688,0.5386819484240688
14,59,0.5,20200411,16,良,12,87,80,57,42,细颗粒物(PM2.5),11,工人疗养院,5e918973690d8b21f92942a4,0.6962750716332379,0.6962750716332379,0.6962750716332379,0.6962750716332379,0.6962750716332379,0.6962750716332379,0.6962750716332379,0.6962750716332379
297,74,0.4,20200411,16,良,26,125,88,87,54,细颗粒物(PM2.5),11,黄河新村,5e918a8f690d8b21f92943cf,0.8137535816618912,0.8137535816618912,0.8137535816618912,0.8137535816618912,0.8137535816618912,0.8137535816618912,0.8137535816618912,0.8137535816618912
23,69,0.4,20200411,16,良,16,126,90,87,34,颗粒物(PM10),11,大峪,5e91897b690d8b21f92942ad,0.7936962750716332,0.7936962750716332,0.7936962750716332,0.7936962750716332,0.7936962750716332,0.7936962750716332,0.7936962750716332,0.7936962750716332
126,52,0.6,20200411,16,良,15,110,119,53,30,颗粒物(PM10),11,哈达湾,5e9189e0690d8b21f9294317,0.5730659025787965,0.5730659025787965,0.5730659025787965,0.5730659025787965,0.5730659025787965,0.5730659025787965,0.5730659025787965,0.5730659025787965
196,45,0.4,20200411,16,优,15,142,111,22,19,NaN,11,弄弄坪,5e918a26690d8b21f9294362,0.4670487106017192,0.4670487106017192,0.4670487106017192,0.4670487106017192,0.4670487106017192,0.4670487106017192,0.4670487106017192,0.4670487106017192
31,92,0.6,20200411,16,良,5,88,73,134,54,颗粒物(PM10),11,天山天池,5e918983690d8b21f92942b6,0.8710601719197708,0.8710601719197708,0.8710601719197708,0.8710601719197708,0.8710601719197708,0.8710601719197708,0.8710601719197708,0.8710601719197708
125,103,1,20200411,16,轻度污染,27,82,76,93,77,细颗粒物(PM2.5),12,新兴,5e9189df690d8b21f9294316,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654,0.0057306590257879654
63,51,0.7,20200411,16,良,43,39,33,52,25,颗粒物(PM10),12,沙万,5e9189a2690d8b21f92942d6,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447,0.5501432664756447
257,60,0.7,20200411,16,良,28,89,65,58,43,细颗粒物(PM2.5),12,党校,5e918a63690d8b21f92943a4,0.7163323782234957,0.7163323782234957,0.7163323782234957,0.7163323782234957,0.7163323782234957,0.7163323782234957,0.7163323782234957,0.7163323782234957
263,65,0.3,20200411,16,良,14,136,120,80,35,颗粒物(PM10),12,仲裁委,5e918a6a690d8b21f92943ab,0.7650429799426934,0.7650429799426934,0.7650429799426934,0.7650429799426934,0.7650429799426934,0.7650429799426934,0.7650429799426934,0.7650429799426934
323,31,0.6,20200411,16,优,6,85,79,31,6,NaN,12,玉树县结古镇,5e918aa6690d8b21f92943e9,0.20630372492836677,0.20630372492836677,0.20630372492836677,0.20630372492836677,0.20630372492836677,0.20630372492836677,0.20630372492836677,0.20630372492836677
330,63,0.4,20200411,16,良,13,115,101,75,13,颗粒物(PM10),12,监测站,5e918aae690d8b21f92943f0,0.7335243553008596,0.7335243553008596,0.7335243553008596,0.7335243553008596,0.7335243553008596,0.7335243553008596,0.7335243553008596,0.7335243553008596
134,70,0.8,20200411,16,良,10,144,106,70,51,细颗粒物(PM2.5),12,火炬城,5e9189ea690d8b21f9294320,0.8022922636103151,0.8022922636103151,0.8022922636103151,0.8022922636103151,0.8022922636103151,0.8022922636103151,0.8022922636103151,0.8022922636103151
194,53,1.1,20200411,16,良,6,113,78,56,16,颗粒物(PM10),13,州监测站,5e918a24690d8b21f9294360,0.5959885386819485,0.5959885386819485,0.5959885386819485,0.5959885386819485,0.5959885386819485,0.5959885386819485,0.5959885386819485,0.5959885386819485
