,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
324,49,0.9,20200411,22,优,7,91,97,42,34,NaN,1,甘溪港,5e91df06690d8b21f9294c82,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956,0.43854748603351956
232,25,0.5,20200411,22,优,24,58,82,25,14,NaN,10,金平子站,5e91dead690d8b21f9294c24,0.15921787709497207,0.15921787709497207,0.15921787709497207,0.15921787709497207,0.15921787709497207,0.15921787709497207,0.15921787709497207,0.15921787709497207
230,59,0.4,20200411,22,良,42,66,108,67,36,颗粒物(PM10),10,环境监测站,5e91dea9690d8b21f9294c21,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642
46,58,0.6,20200411,22,良,24,126,126,65,39,颗粒物(PM10),10,甘井子,5e91ddf8690d8b21f9294b65,0.5726256983240223,0.5726256983240223,0.5726256983240223,0.5726256983240223,0.5726256983240223,0.5726256983240223,0.5726256983240223,0.5726256983240223
160,90,0.8,20200411,22,良,45,67,107,-,67,细颗粒物(PM2.5),10,市环境监测站,5e91de64690d8b21f9294bd8,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028
44,40,0.5,20200411,22,优,8,126,124,33,19,NaN,10,州环境监测站,5e91ddf6690d8b21f9294b63,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435,0.34916201117318435
224,65,0.6,20200411,22,良,35,129,137,49,47,细颗粒物(PM2.5),10,乳山市环保局,5e91dea4690d8b21f9294c1b,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994
208,70,0.7,20200411,22,良,29,78,105,81,51,细颗粒物(PM2.5),10,环保局,5e91de94690d8b21f9294c0a,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251
204,37,0.5,20200411,22,优,66,24,105,37,8,NaN,10,监测站,5e91de90690d8b21f9294c06,0.3324022346368715,0.3324022346368715,0.3324022346368715,0.3324022346368715,0.3324022346368715,0.3324022346368715,0.3324022346368715,0.3324022346368715
143,59,0.9,20200411,22,良,30,34,75,67,39,颗粒物(PM10),10,环保局,5e91de54690d8b21f9294bc6,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642
28,59,0.5,20200411,22,良,66,50,96,67,30,颗粒物(PM10),10,沧县城建局,5e91dde6690d8b21f9294b52,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642
255,60,0.6,20200411,22,良,37,86,121,70,37,颗粒物(PM10),10,监测站,5e91dec3690d8b21f9294c3b,0.6061452513966481,0.6061452513966481,0.6061452513966481,0.6061452513966481,0.6061452513966481,0.6061452513966481,0.6061452513966481,0.6061452513966481
83,109,0.5,20200411,22,轻度污染,10,109,116,168,42,颗粒物(PM10),10,海晏县西海镇,5e91de1a690d8b21f9294b8a,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838
353,46,0.3,20200411,22,优,16,74,62,-,32,NaN,10,天台山庄,5e91df21690d8b21f9294ca0,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934
