,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
315,40,-,20200411,17,优,14,105,76,40,24,NaN,-,四零三,5e9198a4690d8b21f9294549,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391,0.3770949720670391
325,29,0.6,20200411,17,优,18,58,39,25,20,NaN,1,零陵南津渡,5e9198ad690d8b21f9294553,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848,0.16759776536312848
324,32,0.9,20200411,17,优,6,97,69,32,10,NaN,1,甘溪港,5e9198ac690d8b21f9294552,0.2346368715083799,0.2346368715083799,0.2346368715083799,0.2346368715083799,0.2346368715083799,0.2346368715083799,0.2346368715083799,0.2346368715083799
90,38,0.3,20200411,17,优,7,121,122,22,13,NaN,1,环保局,5e9197cb690d8b21f9294461,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486,0.329608938547486
189,50,0.5,20200411,17,优,10,135,132,50,17,NaN,1,西山风景区,5e919827690d8b21f92944c6,0.5195530726256983,0.5195530726256983,0.5195530726256983,0.5195530726256983,0.5195530726256983,0.5195530726256983,0.5195530726256983,0.5195530726256983
254,37,0.4,20200411,17,优,5,98,80,37,7,NaN,1,东门外小游园,5e919869690d8b21f929450a,0.32122905027932963,0.32122905027932963,0.32122905027932963,0.32122905027932963,0.32122905027932963,0.32122905027932963,0.32122905027932963,0.32122905027932963
22,33,0.2,20200411,17,优,7,104,97,23,15,NaN,1,万寿西宫,5e91978b690d8b21f929441c,0.26256983240223464,0.26256983240223464,0.26256983240223464,0.26256983240223464,0.26256983240223464,0.26256983240223464,0.26256983240223464,0.26256983240223464
338,68,0.4,20200411,17,良,14,114,105,86,11,颗粒物(PM10),10,监测站,5e9198bd690d8b21f9294560,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491
13,57,0.6,20200411,17,良,9,94,85,64,16,颗粒物(PM10),10,豫源饭店,5e919783690d8b21f9294413,0.659217877094972,0.659217877094972,0.659217877094972,0.659217877094972,0.659217877094972,0.659217877094972,0.659217877094972,0.659217877094972
137,63,0.8,20200411,17,良,10,145,120,69,45,细颗粒物(PM2.5),10,火炬城,5e9197f6690d8b21f9294490,0.7178770949720671,0.7178770949720671,0.7178770949720671,0.7178770949720671,0.7178770949720671,0.7178770949720671,0.7178770949720671,0.7178770949720671
260,53,0.8,20200411,17,良,31,96,90,56,20,颗粒物(PM10),10,永明路,5e91986f690d8b21f9294511,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352
128,31,0.5,20200411,17,优,14,98,122,31,12,NaN,10,哈达湾,5e9197ed690d8b21f9294487,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961
239,95,0.5,20200411,17,良,14,92,64,139,28,颗粒物(PM10),10,艾青诗歌馆,5e91985a690d8b21f92944fb,0.8575418994413407,0.8575418994413407,0.8575418994413407,0.8575418994413407,0.8575418994413407,0.8575418994413407,0.8575418994413407,0.8575418994413407
354,54,0.3,20200411,17,良,16,126,115,57,31,颗粒物(PM10),10,人民公园,5e9198cf690d8b21f9294571,0.6089385474860335,0.6089385474860335,0.6089385474860335,0.6089385474860335,0.6089385474860335,0.6089385474860335,0.6089385474860335,0.6089385474860335
7,89,0.7,20200411,17,良,15,120,104,128,49,颗粒物(PM10),10,深沟寺,5e91977d690d8b21f929440d,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028
232,51,0.4,20200411,17,良,28,100,92,52,27,颗粒物(PM10),10,金平子站,5e919854690d8b21f92944f4,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676
21,35,0.6,20200411,17,优,10,64,71,35,21,NaN,10,牛尾岭水库,5e91978a690d8b21f929441b,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036
152,25,1.1,20200411,17,优,11,80,58,22,9,NaN,10,来宾二中,5e919805690d8b21f929449f,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257,0.10335195530726257
201,44,0.3,20200411,17,优,15,140,126,26,22,NaN,10,弄弄坪,5e919834690d8b21f92944d2,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595
127,118,1,20200411,17,轻度污染,34,60,78,-,89,细颗粒物(PM2.5),10,新兴,5e9197ec690d8b21f9294486,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285
105,79,0.5,20200411,17,良,10,110,101,-,58,细颗粒物(PM2.5),10,钵池山,5e9197d9690d8b21f9294470,0.7988826815642458,0.7988826815642458,0.7988826815642458,0.7988826815642458,0.7988826815642458,0.7988826815642458,0.7988826815642458,0.7988826815642458
226,53,0.7,20200411,17,良,28,74,83,44,37,细颗粒物(PM2.5),10,三钢,5e91984d690d8b21f92944ed,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352
203,55,0.6,20200411,17,良,9,151,135,60,30,颗粒物(PM10),10,2号,5e919837690d8b21f92944d5,0.6229050279329609,0.6229050279329609,0.6229050279329609,0.6229050279329609,0.6229050279329609,0.6229050279329609,0.6229050279329609,0.6229050279329609
94,34,0.6,20200411,17,优,7,100,72,34,8,NaN,10,东仁乐园,5e9197ce690d8b21f9294465,0.276536312849162,0.276536312849162,0.276536312849162,0.276536312849162,0.276536312849162,0.276536312849162,0.276536312849162,0.276536312849162
308,51,0.4,20200411,17,良,8,102,109,52,27,颗粒物(PM10),10,妇幼医院,5e91989d690d8b21f9294542,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676
182,31,0.4,20200411,17,优,25,75,74,31,17,NaN,10,湖东路四小,5e919820690d8b21f92944bf,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961,0.2122905027932961
31,93,0.6,20200411,17,良,7,86,77,135,53,颗粒物(PM10),11,天山天池,5e919795690d8b21f9294426,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698
269,68,0.3,20200411,17,良,16,125,129,86,45,颗粒物(PM10),11,仲裁委,5e919879690d8b21f929451b,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491
263,64,0.7,20200411,17,良,25,102,73,62,46,细颗粒物(PM2.5),11,党校,5e919872690d8b21f9294514,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944
305,74,0.4,20200411,17,良,27,125,96,82,54,细颗粒物(PM2.5),11,黄河新村,5e91989b690d8b21f929453f,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894
111,26,0.6,20200411,17,优,31,82,80,-,6,NaN,11,黄山区政府5号楼,5e9197de690d8b21f9294476,0.12011173184357542,0.12011173184357542,0.12011173184357542,0.12011173184357542,0.12011173184357542,0.12011173184357542,0.12011173184357542,0.12011173184357542
331,28,0.6,20200411,17,优,2,87,84,19,4,NaN,12,玉树县结古镇,5e9198b2690d8b21f9294559,0.1452513966480447,0.1452513966480447,0.1452513966480447,0.1452513966480447,0.1452513966480447,0.1452513966480447,0.1452513966480447,0.1452513966480447
37,90,0.9,20200411,17,良,28,58,74,87,67,细颗粒物(PM2.5),12,西园路,5e91979b690d8b21f929442c,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135
46,41,0.3,20200411,17,优,20,129,127,39,17,NaN,12,甘井子,5e9197a3690d8b21f9294435,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648
