_id,Date,Hour,WatchPoint,AQI,Level,PrimaryPollution,PM25,PM10,CO,NO2,O3_1h,O3_8h,SO2,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
5e93e2228369ab4b48ecdb39,20200413,11,消防指挥中心,74,良,颗粒物(PM10),52,98,0.7,25,157,96,10,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793
5e93e2058369ab4b48ecdb1b,20200413,11,河南岸金山湖子站,40,优,,18,40,0.5,12,113,101,10,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402
5e93e2c78369ab4b48ecdbdf,20200413,11,鳌峰子站,65,良,细颗粒物(PM2.5),47,73,0.7,20,129,85,10,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623
5e93e2cb8369ab4b48ecdbe4,20200413,11,妇幼医院,39,优,,23,39,0.5,18,92,50,10,0.21103896103896103,0.21103896103896103,0.21103896103896103,0.21103896103896103,0.21103896103896103,0.21103896103896103,0.21103896103896103,0.21103896103896103
5e93e1b68369ab4b48ecdac5,20200413,11,食品厂,159,中度污染,细颗粒物(PM2.5),121,,0.9,54,123,43,10,0.07467532467532467,0.07467532467532467,0.07467532467532467,0.07467532467532467,0.07467532467532467,0.07467532467532467,0.07467532467532467,0.07467532467532467
5e93e27e8369ab4b48ecdb97,20200413,11,市环保局,40,优,,15,40,0.4,9,106,102,10,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402
5e93e26a8369ab4b48ecdb82,20200413,11,凤城街办,43,优,,23,43,0.4,23,82,84,11,0.2792207792207792,0.2792207792207792,0.2792207792207792,0.2792207792207792,0.2792207792207792,0.2792207792207792,0.2792207792207792,0.2792207792207792
5e93e1f98369ab4b48ecdb0e,20200413,11,源西,42,优,,20,42,0.5,18,96,82,11,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597
5e93e22d8369ab4b48ecdb43,20200413,11,环保局子站,64,良,颗粒物(PM10),40,77,0.5,10,121,90,11,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299
5e93e2e08369ab4b48ecdbfa,20200413,11,新市府,52,良,颗粒物(PM10),15,53,0.4,19,95,74,11,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e2198369ab4b48ecdb30,20200413,11,市图书馆,56,良,颗粒物(PM10),32,61,0.6,35,68,46,11,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338
5e93e22b8369ab4b48ecdb41,20200413,11,来宾二中,44,优,,22,44,0.6,14,99,74,11,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
5e93e1a58369ab4b48ecdab4,20200413,11,喜丰,61,良,颗粒物(PM10),32,71,0.9,13,107,47,11,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909
5e93e2be8369ab4b48ecdbd6,20200413,11,市环保监测站,26,优,,2,19,0.1,5,81,42,11,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.1038961038961039
5e93e2758369ab4b48ecdb8d,20200413,11,乳山市环保局,64,良,颗粒物(PM10),42,77,0.7,25,130,103,11,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299
5e93e2ee8369ab4b48ecdc09,20200413,11,新区办事处,95,良,细颗粒物(PM2.5),71,115,0.8,33,114,52,12,0.987012987012987,0.987012987012987,0.987012987012987,0.987012987012987,0.987012987012987,0.987012987012987,0.987012987012987,0.987012987012987
5e93e2de8369ab4b48ecdbf7,20200413,11,实验中学,74,良,颗粒物(PM10),31,98,0.6,53,69,21,12,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793
5e93e2c98369ab4b48ecdbe1,20200413,11,黄河新村,67,良,颗粒物(PM10),44,83,0.2,23,110,65,12,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416
5e93e2998369ab4b48ecdbb1,20200413,11,公园路,87,良,细颗粒物(PM2.5),64,109,0.8,16,134,90,12,0.9253246753246753,0.9253246753246753,0.9253246753246753,0.9253246753246753,0.9253246753246753,0.9253246753246753,0.9253246753246753,0.9253246753246753
5e93e2798369ab4b48ecdb91,20200413,11,十五厂,102,轻度污染,细颗粒物(PM2.5),76,98,1.5,37,117,83,12,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494
5e93e1ff8369ab4b48ecdb15,20200413,11,潘集区政府,85,良,颗粒物(PM10),52,119,0.4,18,127,72,12,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
5e93e1c18369ab4b48ecdad1,20200413,11,马头岭,37,优,,23,31,0.3,14,118,41,12,0.18831168831168832,0.18831168831168832,0.18831168831168832,0.18831168831168832,0.18831168831168832,0.18831168831168832,0.18831168831168832,0.18831168831168832
5e93e28c8369ab4b48ecdba4,20200413,11,监测站,166,中度污染,细颗粒物(PM2.5),126,192,0.5,23,146,52,12,0.08116883116883117,0.08116883116883117,0.08116883116883117,0.08116883116883117,0.08116883116883117,0.08116883116883117,0.08116883116883117,0.08116883116883117
5e93e1d38369ab4b48ecdae4,20200413,11,市环保局,73,良,颗粒物(PM10),27,96,0.3,21,118,70,12,0.7564935064935064,0.7564935064935064,0.7564935064935064,0.7564935064935064,0.7564935064935064,0.7564935064935064,0.7564935064935064,0.7564935064935064
5e93e2dc8369ab4b48ecdbf5,20200413,11,零陵南津渡,41,优,,23,41,0.4,13,88,48,12,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935
5e93e2b38369ab4b48ecdbcb,20200413,11,漆塘,84,良,细颗粒物(PM2.5),62,116,1.1,35,128,88,12,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831
5e93e2548369ab4b48ecdb6c,20200413,11,南郊,79,良,细颗粒物(PM2.5),58,96,1,19,129,104,12,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
5e93e1f38369ab4b48ecdb07,20200413,11,东仁乐园,42,优,,29,32,0.6,12,55,33,12,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597
5e93e1d48369ab4b48ecdae5,20200413,11,综合楼,52,良,颗粒物(PM10),20,54,0.5,22,107,84,12,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e1b18369ab4b48ecdac0,20200413,11,八中,40,优,,19,40,0.5,19,95,64,12,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402
5e93e2558369ab4b48ecdb6d,20200413,11,瓦房庄,66,良,颗粒物(PM10),45,81,0.7,42,70,44,12,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286
5e93e1e38369ab4b48ecdaf6,20200413,11,德智高中,58,良,颗粒物(PM10),31,66,0.6,30,60,60,12,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194
5e93e21b8369ab4b48ecdb32,20200413,11,火炬城,58,良,颗粒物(PM10),36,65,0.6,22,126,49,12,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194
5e93e1bc8369ab4b48ecdacc,20200413,11,市监测站,75,良,颗粒物(PM10),54,100,0.6,30,131,85,12,0.7987012987012987,0.7987012987012987,0.7987012987012987,0.7987012987012987,0.7987012987012987,0.7987012987012987,0.7987012987012987,0.7987012987012987
5e93e2d58369ab4b48ecdbee,20200413,11,市环保局,108,轻度污染,颗粒物(PM10),63,165,1.4,49,26,28,13,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728
5e93e2c08369ab4b48ecdbd8,20200413,11,达活泉,59,良,颗粒物(PM10),31,67,1,47,66,19,13,0.5422077922077922,0.5422077922077922,0.5422077922077922,0.5422077922077922,0.5422077922077922,0.5422077922077922,0.5422077922077922,0.5422077922077922
5e93e1fa8369ab4b48ecdb0f,20200413,11,市气象局,105,轻度污染,颗粒物(PM10),50,159,0.7,20,108,69,13,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948
5e93e2af8369ab4b48ecdbc7,20200413,11,农水大厦,127,轻度污染,颗粒物(PM10),40,203,0.7,27,52,14,13,0.048701298701298704,0.048701298701298704,0.048701298701298704,0.048701298701298704,0.048701298701298704,0.048701298701298704,0.048701298701298704,0.048701298701298704
5e93e1ba8369ab4b48ecdaca,20200413,11,海虞子站,93,良,细颗粒物(PM2.5),69,99,0.5,,119,81,13,0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9707792207792207,0.9707792207792207
5e93e2808369ab4b48ecdb98,20200413,11,市八中,53,良,颗粒物(PM10),23,56,0.5,20,78,36,13,0.4155844155844156,0.4155844155844156,0.4155844155844156,0.4155844155844156,0.4155844155844156,0.4155844155844156,0.4155844155844156,0.4155844155844156
5e93e2148369ab4b48ecdb2b,20200413,11,科干所,63,良,颗粒物(PM10),27,75,0.7,14,139,107,13,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104
5e93e2b58369ab4b48ecdbcd,20200413,11,市环保,52,良,颗粒物(PM10),32,53,0.8,53,80,64,13,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e1b08369ab4b48ecdabf,20200413,11,大峪,99,良,细颗粒物(PM2.5),74,116,0.8,,132,54,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5e93e2588369ab4b48ecdb70,20200413,11,区环保大楼,65,良,颗粒物(PM10),43,80,0.7,34,141,98,14,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623
5e93e1e48369ab4b48ecdaf7,20200413,11,电子科大尧山校区,42,优,,29,39,0.7,10,115,84,14,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597,0.2597402597402597
5e93e2648369ab4b48ecdb7c,20200413,11,环保局,92,良,颗粒物(PM10),63,134,0.7,31,69,69,14,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143
5e93e2bd8369ab4b48ecdbd5,20200413,11,文化路,52,良,颗粒物(PM10),27,54,0.7,14,92,46,14,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e20b8369ab4b48ecdb22,20200413,11,虹桥邮政,94,良,细颗粒物(PM2.5),70,110,0.9,22,139,98,14,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974
5e93e2458369ab4b48ecdb5d,20200413,11,三五一五工厂,86,良,颗粒物(PM10),50,122,0.7,36,82,23,14,0.922077922077922,0.922077922077922,0.922077922077922,0.922077922077922,0.922077922077922,0.922077922077922,0.922077922077922,0.922077922077922
5e93e2fa8369ab4b48ecdc16,20200413,11,丁字口,41,优,,21,41,0.5,19,69,22,14,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935,0.2435064935064935
5e93e27e8369ab4b48ecdb96,20200413,11,金平子站,52,良,颗粒物(PM10),26,53,0.3,18,121,97,14,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e1ed8369ab4b48ecdb00,20200413,11,共和县恰卜恰镇,76,良,颗粒物(PM10),42,102,0.8,17,112,64,14,0.8084415584415584,0.8084415584415584,0.8084415584415584,0.8084415584415584,0.8084415584415584,0.8084415584415584,0.8084415584415584,0.8084415584415584
5e93e2208369ab4b48ecdb37,20200413,11,仓门街子站,500,严重污染,颗粒物(PM10),132,715,0.7,13,86,67,14,0.3474025974025974,0.3474025974025974,0.3474025974025974,0.3474025974025974,0.3474025974025974,0.3474025974025974,0.3474025974025974,0.3474025974025974
5e93e2b78369ab4b48ecdbcf,20200413,11,高压开关厂,122,轻度污染,细颗粒物(PM2.5),92,169,0.7,108,21,6,14,0.04220779220779221,0.04220779220779221,0.04220779220779221,0.04220779220779221,0.04220779220779221,0.04220779220779221,0.04220779220779221,0.04220779220779221
5e93e2478369ab4b48ecdb5f,20200413,11,九狮山,44,优,,28,44,0.8,19,33,14,14,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
5e93e2778369ab4b48ecdb8f,20200413,11,三钢,61,良,颗粒物(PM10),36,72,0.6,28,88,38,14,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909
5e93e21c8369ab4b48ecdb33,20200413,11,金坛市环境监测站,98,良,细颗粒物(PM2.5),73,121,0.9,30,91,62,14,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936,0.9935064935064936
5e93e2008369ab4b48ecdb16,20200413,11,职工中心,58,良,"颗粒物(PM10),细颗粒物(PM2.5)",41,65,0.7,28,93,66,14,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194
5e93e1f18369ab4b48ecdb05,20200413,11,汉川机床厂子校,51,良,颗粒物(PM10),30,52,0.5,18,76,45,14,0.37012987012987014,0.37012987012987014,0.37012987012987014,0.37012987012987014,0.37012987012987014,0.37012987012987014,0.37012987012987014,0.37012987012987014
5e93e2708369ab4b48ecdb88,20200413,11,环境监测站,50,优,,20,50,0.9,20,77,82,15,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.33766233766233766,0.33766233766233766
5e93e1f68369ab4b48ecdb0b,20200413,11,电机北厂,79,良,颗粒物(PM10),50,107,1.1,39,88,96,15,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
5e93e2138369ab4b48ecdb2a,20200413,11,环保局子站,72,良,细颗粒物(PM2.5),52,79,0.4,20,135,64,15,0.7435064935064936,0.7435064935064936,0.7435064935064936,0.7435064935064936,0.7435064935064936,0.7435064935064936,0.7435064935064936,0.7435064935064936
5e93e1ee8369ab4b48ecdb02,20200413,11,地区监测站,308,严重污染,颗粒物(PM10),63,426,0.4,20,57,26,15,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635
5e93e2828369ab4b48ecdb9b,20200413,11,小河沿,144,轻度污染,细颗粒物(PM2.5),110,177,1,51,148,45,15,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.06493506493506493,0.06493506493506493
5e93e2e88369ab4b48ecdc02,20200413,11,监测站,153,中度污染,颗粒物(PM10),62,256,0.5,27,57,29,15,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
5e93e29a8369ab4b48ecdbb3,20200413,11,永明路,92,良,细颗粒物(PM2.5),68,111,0.8,39,93,56,15,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143
5e93e2078369ab4b48ecdb1e,20200413,11,城西水厂,84,良,颗粒物(PM10),47,117,0.7,59,102,56,15,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831
5e93e2188369ab4b48ecdb2f,20200413,11,竹园小学,63,良,颗粒物(PM10),34,76,0.4,57,100,42,15,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104
5e93e2658369ab4b48ecdb7d,20200413,11,市环境监测站,52,良,颗粒物(PM10),33,53,0.8,45,39,27,151,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e1c98369ab4b48ecdad9,20200413,11,江湾东路,74,良,细颗粒物(PM2.5),54,86,0.8,22,106,49,16,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793
5e93e26b8369ab4b48ecdb83,20200413,11,北戴河环保局,63,良,颗粒物(PM10),24,76,0.8,26,85,64,16,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104,0.6103896103896104
5e93e1d98369ab4b48ecdaeb,20200413,11,工业园区,94,良,颗粒物(PM10),49,138,0.9,21,127,43,16,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974,0.974025974025974
5e93e1d88369ab4b48ecdaea,20200413,11,沈抚新城,206,重度污染,细颗粒物(PM2.5),156,353,1.9,72,151,54,160,0.08766233766233766,0.08766233766233766,0.08766233766233766,0.08766233766233766,0.08766233766233766,0.08766233766233766,0.08766233766233766,0.08766233766233766
5e93e1d58369ab4b48ecdae7,20200413,11,市政府,52,良,细颗粒物(PM2.5),36,51,0.8,23,98,71,17,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313,0.38311688311688313
5e93e25a8369ab4b48ecdb72,20200413,11,州监测站,28,优,,17,28,1,5,66,64,17,0.12012987012987013,0.12012987012987013,0.12012987012987013,0.12012987012987013,0.12012987012987013,0.12012987012987013,0.12012987012987013,0.12012987012987013
5e93e2718369ab4b48ecdb89,20200413,11,环保大楼,55,良,颗粒物(PM10),34,59,0.8,17,132,85,17,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.4707792207792208,0.4707792207792208
5e93e1b98369ab4b48ecdac9,20200413,11,经开区环保局,69,良,细颗粒物(PM2.5),50,71,1.2,58,78,36,17,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078,0.7077922077922078
5e93e2ed8369ab4b48ecdc08,20200413,11,烟厂,81,良,颗粒物(PM10),50,112,0.9,64,82,25,17,0.8538961038961039,0.8538961038961039,0.8538961038961039,0.8538961038961039,0.8538961038961039,0.8538961038961039,0.8538961038961039,0.8538961038961039
5e93e1a68369ab4b48ecdab5,20200413,11,豫源饭店,102,轻度污染,颗粒物(PM10),54,154,1.1,50,82,57,177,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494
5e93e29d8369ab4b48ecdbb6,20200413,11,党校,56,良,颗粒物(PM10),29,62,0.5,27,107,62,18,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338,0.4837662337662338
5e93e2828369ab4b48ecdb9a,20200413,11,市水土所,65,良,细颗粒物(PM2.5),47,60,0.4,20,81,29,18,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623,0.6623376623376623
5e93e1fc8369ab4b48ecdb12,20200413,11,钵池山,84,良,细颗粒物(PM2.5),62,92,0.5,14,142,100,18,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831
5e93e2668369ab4b48ecdb7e,20200413,11,小围寨,46,优,,23,46,0.5,18,66,31,18,0.3051948051948052,0.3051948051948052,0.3051948051948052,0.3051948051948052,0.3051948051948052,0.3051948051948052,0.3051948051948052,0.3051948051948052
5e93e2618369ab4b48ecdb78,20200413,11,监测站,85,良,颗粒物(PM10),30,120,0.6,38,84,31,18,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
5e93e2b28369ab4b48ecdbc9,20200413,11,监测站,165,中度污染,颗粒物(PM10),45,279,1.4,51,20,10,18,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.07792207792207792
5e93e2a68369ab4b48ecdbbf,20200413,11,农科所,84,良,颗粒物(PM10),59,117,0.4,22,73,18,18,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831
5e93e25f8369ab4b48ecdb77,20200413,11,2号,64,良,颗粒物(PM10),45,77,0.7,15,125,108,18,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299
5e93e2098369ab4b48ecdb20,20200413,11,红声器材厂,58,良,颗粒物(PM10),31,66,0.4,18,99,67,18,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194,0.5194805194805194
5e93e2408369ab4b48ecdb58,20200413,11,柳东小学,40,优,,28,32,0.3,9,116,104,19,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402,0.22402597402597402
5e93e1a78369ab4b48ecdab6,20200413,11,工人疗养院,79,良,颗粒物(PM10),32,107,0.4,38,84,34,19,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
5e93e21f8369ab4b48ecdb36,20200413,11,十里,67,良,细颗粒物(PM2.5),48,72,0.7,27,110,81,19,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416,0.6915584415584416
5e93e21e8369ab4b48ecdb35,20200413,11,南山,64,良,细颗粒物(PM2.5),46,64,0.5,14,144,56,19,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299,0.6298701298701299
