,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
227,35,0.5,20200411,20,优,7,62,74,35,21,NaN,1,河东子站,5e91c284690d8b21f929493e,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036
252,29,0.4,20200411,20,优,23,70,80,23,20,NaN,1,上方山,5e91c2a4690d8b21f9294958,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156
254,72,0.4,20200411,20,良,4,93,89,93,-,颗粒物(PM10),1,东门外小游园,5e91c2a5690d8b21f929495a,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927
106,72,0.6,20200411,20,良,20,114,115,88,52,细颗粒物(PM2.5),1,监测站,5e91c20e690d8b21f92948c1,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927
324,35,0.9,20200411,20,优,5,105,90,35,18,NaN,1,甘溪港,5e91c2ea690d8b21f92949a2,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036,0.29608938547486036
325,40,0.6,20200411,20,优,19,53,48,33,28,NaN,1,零陵南津渡,5e91c2eb690d8b21f92949a3,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985
189,55,0.5,20200411,20,良,11,130,133,59,20,颗粒物(PM10),1,西山风景区,5e91c25f690d8b21f9294916,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949,0.5586592178770949
22,56,0.4,20200411,20,良,45,40,92,62,18,颗粒物(PM10),1,万寿西宫,5e91c1bf690d8b21f929486c,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642
285,19,1.2,20200411,20,优,16,50,56,19,11,NaN,10,市环保,5e91c2c6690d8b21f929497b,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235
354,40,0.3,20200411,20,优,33,84,120,40,21,NaN,10,人民公园,5e91c309690d8b21f92949c1,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985,0.35195530726256985
162,81,0.5,20200411,20,良,23,90,117,111,24,颗粒物(PM10),10,宏伟区,5e91c244690d8b21f92948fa,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894
347,54,0.4,20200411,20,良,13,106,125,58,19,颗粒物(PM10),10,沙坡头消防站,5e91c302690d8b21f92949ba,0.5363128491620112,0.5363128491620112,0.5363128491620112,0.5363128491620112,0.5363128491620112,0.5363128491620112,0.5363128491620112,0.5363128491620112
