,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
190,50,0.9,20200410,19,优,28,46,46,50,31,NaN,-,振宁花园,5e9062bd690d8b21f9292528,0.39664804469273746,0.39664804469273746,0.39664804469273746,0.39664804469273746,0.39664804469273746,0.39664804469273746,0.39664804469273746,0.39664804469273746
324,90,1.1,20200410,19,良,14,49,49,86,67,细颗粒物(PM2.5),1,甘溪港,5e90633c690d8b21f92925b2,0.8324022346368715,0.8324022346368715,0.8324022346368715,0.8324022346368715,0.8324022346368715,0.8324022346368715,0.8324022346368715,0.8324022346368715
89,338,0.3,20200410,19,严重污染,7,99,93,450,101,颗粒物(PM10),1,地区监测站,5e90625d690d8b21f92924c0,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587
250,53,0.5,20200410,19,良,16,83,90,40,37,细颗粒物(PM2.5),1,宿迁学院,5e9062f7690d8b21f9292567,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905
188,48,0.7,20200410,19,优,8,97,90,48,32,NaN,1,西山风景区,5e9062bb690d8b21f9292526,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827
90,48,0.5,20200410,19,优,20,74,76,48,27,NaN,1,环保局,5e90625e690d8b21f92924c1,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827,0.3687150837988827
106,57,0.5,20200410,19,良,33,62,66,64,38,颗粒物(PM10),1,监测站,5e90626d690d8b21f92924d1,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129
15,54,0.5,20200410,19,良,11,113,110,58,38,"颗粒物(PM10),细颗粒物(PM2.5)",10,游泳馆,5e906217690d8b21f9292475,0.46368715083798884,0.46368715083798884,0.46368715083798884,0.46368715083798884,0.46368715083798884,0.46368715083798884,0.46368715083798884,0.46368715083798884
181,72,0.8,20200410,19,良,38,107,119,94,42,颗粒物(PM10),10,湖东路四小,5e9062b4690d8b21f929251f,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944
223,44,0.5,20200410,19,优,43,130,122,44,-,NaN,10,乳山市环保局,5e9062de690d8b21f929254b,0.31564245810055863,0.31564245810055863,0.31564245810055863,0.31564245810055863,0.31564245810055863,0.31564245810055863,0.31564245810055863,0.31564245810055863
330,47,0.6,20200410,19,优,10,115,122,47,22,NaN,10,新市府,5e906342690d8b21f92925b8,0.36312849162011174,0.36312849162011174,0.36312849162011174,0.36312849162011174,0.36312849162011174,0.36312849162011174,0.36312849162011174,0.36312849162011174
44,39,0.5,20200410,19,优,8,123,123,21,17,NaN,10,州环境监测站,5e906233690d8b21f9292493,0.25139664804469275,0.25139664804469275,0.25139664804469275,0.25139664804469275,0.25139664804469275,0.25139664804469275,0.25139664804469275,0.25139664804469275
129,84,1.1,20200410,19,良,56,39,73,78,62,细颗粒物(PM2.5),10,科干所,5e906284690d8b21f92924e9,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732
342,84,0.5,20200410,19,良,16,94,108,117,42,颗粒物(PM10),10,监测站,5e90634d690d8b21f92925c4,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732,0.8128491620111732
328,64,0.7,20200410,19,良,17,71,76,77,42,颗粒物(PM10),10,寒山水库,5e906340690d8b21f92925b6,0.6452513966480447,0.6452513966480447,0.6452513966480447,0.6452513966480447,0.6452513966480447,0.6452513966480447,0.6452513966480447,0.6452513966480447
338,112,0.3,20200410,19,轻度污染,13,97,88,174,52,颗粒物(PM10),10,监测站,5e906349690d8b21f92925c0,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285
34,26,1,20200410,19,优,20,81,88,10,9,NaN,10,清华站,5e90622a690d8b21f9292489,0.09217877094972067,0.09217877094972067,0.09217877094972067,0.09217877094972067,0.09217877094972067,0.09217877094972067,0.09217877094972067,0.09217877094972067
25,60,0.7,20200410,19,良,27,92,99,70,39,颗粒物(PM10),10,市环保局,5e906221690d8b21f929247f,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642,0.5837988826815642
77,61,0.8,20200410,19,良,28,59,57,72,37,颗粒物(PM10),10,德智高中,5e906252690d8b21f92924b4,0.611731843575419,0.611731843575419,0.611731843575419,0.611731843575419,0.611731843575419,0.611731843575419,0.611731843575419,0.611731843575419
33,51,0.3,20200410,19,良,-,96,105,51,20,颗粒物(PM10),10,海虞子站,5e906228690d8b21f9292488,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573
354,51,0.3,20200410,19,良,28,94,100,52,29,颗粒物(PM10),10,人民公园,5e906359690d8b21f92925d1,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573,0.41620111731843573
235,122,0.8,20200410,19,轻度污染,23,62,108,-,92,细颗粒物(PM2.5),11,市水土所,5e9062eb690d8b21f9292558,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.027932960893854747,0.027932960893854747
198,57,1.1,20200410,19,良,15,88,83,64,34,颗粒物(PM10),11,州监测站,5e9062c4690d8b21f9292530,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129,0.5167597765363129
70,65,0.6,20200410,19,良,20,119,129,79,43,颗粒物(PM10),11,桐源党溪,5e90624b690d8b21f92924ad,0.6620111731843575,0.6620111731843575,0.6620111731843575,0.6620111731843575,0.6620111731843575,0.6620111731843575,0.6620111731843575,0.6620111731843575
269,56,0.8,20200410,19,良,23,107,112,61,29,颗粒物(PM10),11,仲裁委,5e906309690d8b21f929257b,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.5027932960893855,0.5027932960893855
238,66,0.4,20200410,19,良,11,83,78,81,14,颗粒物(PM10),11,艾青诗歌馆,5e9062ed690d8b21f929255b,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994,0.6731843575418994
