,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
324,57,1.1,20200410,21,良,11,59,48,54,40,细颗粒物(PM2.5),1,甘溪港,5e907f60690d8b21f9292892,0.5307262569832403,0.5307262569832403,0.5307262569832403,0.5307262569832403,0.5307262569832403,0.5307262569832403,0.5307262569832403,0.5307262569832403
250,60,0.5,20200410,21,良,17,77,86,-,43,细颗粒物(PM2.5),1,宿迁学院,5e907f1b690d8b21f9292847,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352
88,163,0.3,20200410,21,中度污染,8,87,93,276,64,颗粒物(PM10),1,地区监测站,5e907e80690d8b21f92927a0,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445
202,58,1.2,20200410,21,良,34,66,97,65,41,"颗粒物(PM10),细颗粒物(PM2.5)",10,2号,5e907eed690d8b21f9292815,0.5502793296089385,0.5502793296089385,0.5502793296089385,0.5502793296089385,0.5502793296089385,0.5502793296089385,0.5502793296089385,0.5502793296089385
140,159,0.8,20200410,21,中度污染,21,116,132,-,121,细颗粒物(PM2.5),10,十里,5e907eb1690d8b21f92927d4,0.05865921787709497,0.05865921787709497,0.05865921787709497,0.05865921787709497,0.05865921787709497,0.05865921787709497,0.05865921787709497,0.05865921787709497
86,36,0.7,20200410,21,优,16,113,125,31,15,NaN,10,共和县恰卜恰镇,5e907e7e690d8b21f929279e,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704
219,42,0.6,20200410,21,优,15,104,126,42,19,NaN,10,环境监测站,5e907efd690d8b21f9292826,0.2569832402234637,0.2569832402234637,0.2569832402234637,0.2569832402234637,0.2569832402234637,0.2569832402234637,0.2569832402234637,0.2569832402234637
220,74,0.8,20200410,21,良,83,49,137,98,46,颗粒物(PM10),10,环保大楼,5e907efd690d8b21f9292827,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491,0.7597765363128491
198,33,1,20200410,21,优,4,97,94,33,21,NaN,10,州监测站,5e907ee8690d8b21f9292810,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565
264,51,0.8,20200410,21,良,41,39,82,51,28,颗粒物(PM10),10,光明,5e907f28690d8b21f9292855,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648,0.4106145251396648
117,50,0.7,20200410,21,优,53,25,82,50,34,NaN,10,佳纺,5e907e9b690d8b21f92927bd,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007,0.38268156424581007
328,63,0.8,20200410,21,良,14,72,74,65,45,细颗粒物(PM2.5),10,寒山水库,5e907f63690d8b21f9292896,0.6312849162011173,0.6312849162011173,0.6312849162011173,0.6312849162011173,0.6312849162011173,0.6312849162011173,0.6312849162011173,0.6312849162011173
222,70,1.2,20200410,21,良,24,118,113,69,51,细颗粒物(PM2.5),10,荣成市环保局办公楼,5e907eff690d8b21f929282a,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944,0.7318435754189944
118,114,0.8,20200410,21,轻度污染,74,25,46,177,62,颗粒物(PM10),10,红声器材厂,5e907e9c690d8b21f92927be,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285
235,173,1.1,20200410,21,中度污染,29,47,86,-,131,细颗粒物(PM2.5),10,市水土所,5e907f0c690d8b21f9292838,0.0670391061452514,0.0670391061452514,0.0670391061452514,0.0670391061452514,0.0670391061452514,0.0670391061452514,0.0670391061452514,0.0670391061452514
338,109,0.4,20200410,21,轻度污染,21,78,90,167,53,颗粒物(PM10),10,监测站,5e907f6d690d8b21f92928a0,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419
132,86,0.6,20200410,21,良,29,36,100,122,34,颗粒物(PM10),10,王岗中学,5e907ea9690d8b21f92927cc,0.835195530726257,0.835195530726257,0.835195530726257,0.835195530726257,0.835195530726257,0.835195530726257,0.835195530726257,0.835195530726257
