,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
170,45,0.5,20200411,13,优,25,49,46,32,31,NaN,-,监测站大楼,5e915fdc690d8b21f9293ef3,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324
209,24,0.5,20200411,13,优,13,76,71,9,4,NaN,-,市环境监测站,5e916001690d8b21f9293f1b,0.12290502793296089,0.12290502793296089,0.12290502793296089,0.12290502793296089,0.12290502793296089,0.12290502793296089,0.12290502793296089,0.12290502793296089
220,46,0.8,20200411,13,优,-,127,84,34,32,NaN,-,环境监测站,5e91600c690d8b21f9293f26,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452
299,58,0.6,20200411,13,良,16,84,69,59,41,细颗粒物(PM2.5),1,平桥分局,5e916059690d8b21f9293f79,0.6256983240223464,0.6256983240223464,0.6256983240223464,0.6256983240223464,0.6256983240223464,0.6256983240223464,0.6256983240223464,0.6256983240223464
254,26,0.3,20200411,13,优,4,83,50,-,7,NaN,1,东门外小游园,5e91602e690d8b21f9293f4a,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565
227,29,0.5,20200411,13,优,6,88,79,29,20,NaN,1,河东子站,5e916014690d8b21f9293f2e,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587,0.18156424581005587
106,104,0.6,20200411,13,轻度污染,17,94,69,101,78,细颗粒物(PM2.5),1,监测站,5e915f9a690d8b21f9293eb1,0.013966480446927373,0.013966480446927373,0.013966480446927373,0.013966480446927373,0.013966480446927373,0.013966480446927373,0.013966480446927373,0.013966480446927373
230,59,0.7,20200411,13,良,12,114,60,58,42,细颗粒物(PM2.5),10,环境监测站,5e916017690d8b21f9293f31,0.6564245810055865,0.6564245810055865,0.6564245810055865,0.6564245810055865,0.6564245810055865,0.6564245810055865,0.6564245810055865,0.6564245810055865
329,148,1.4,20200411,13,轻度污染,14,89,43,-,113,细颗粒物(PM2.5),10,运城中学,5e916075690d8b21f9293f97,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445,0.061452513966480445
6,26,0.3,20200411,13,优,17,73,78,20,18,NaN,10,环科院,5e915f3a690d8b21f9293e4c,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565,0.15083798882681565
71,100,0.3,20200411,13,良,13,110,89,150,32,颗粒物(PM10),10,监测站,5e915f79690d8b21f9293e8e,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095
76,76,0.9,20200411,13,良,71,41,42,102,45,颗粒物(PM10),10,广雅中学,5e915f7e690d8b21f9293e93,0.7932960893854749,0.7932960893854749,0.7932960893854749,0.7932960893854749,0.7932960893854749,0.7932960893854749,0.7932960893854749,0.7932960893854749
347,47,0.4,20200411,13,优,6,126,82,47,30,NaN,10,沙坡头消防站,5e916087690d8b21f9293faa,0.48044692737430167,0.48044692737430167,0.48044692737430167,0.48044692737430167,0.48044692737430167,0.48044692737430167,0.48044692737430167,0.48044692737430167
88,65,-,20200411,13,良,11,111,97,80,16,颗粒物(PM10),10,德令哈市,5e915f89690d8b21f9293e9f,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251,0.7067039106145251
255,62,0.5,20200411,13,良,18,136,67,73,32,颗粒物(PM10),10,监测站,5e91602f690d8b21f9293f4b,0.6843575418994413,0.6843575418994413,0.6843575418994413,0.6843575418994413,0.6843575418994413,0.6843575418994413,0.6843575418994413,0.6843575418994413
48,67,0.4,20200411,13,良,8,144,84,73,48,细颗粒物(PM2.5),10,江湾东路,5e915f64690d8b21f9293e77,0.729050279329609,0.729050279329609,0.729050279329609,0.729050279329609,0.729050279329609,0.729050279329609,0.729050279329609,0.729050279329609
31,81,0.6,20200411,13,良,4,75,59,111,49,颗粒物(PM10),10,天山天池,5e915f52690d8b21f9293e66,0.8240223463687151,0.8240223463687151,0.8240223463687151,0.8240223463687151,0.8240223463687151,0.8240223463687151,0.8240223463687151,0.8240223463687151
308,55,0.4,20200411,13,良,10,117,91,59,36,颗粒物(PM10),10,妇幼医院,5e916061690d8b21f9293f82,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352,0.5893854748603352
124,79,0.8,20200411,13,良,19,84,41,84,58,细颗粒物(PM2.5),10,高新区政府,5e915fad690d8b21f9293ec3,0.8100558659217877,0.8100558659217877,0.8100558659217877,0.8100558659217877,0.8100558659217877,0.8100558659217877,0.8100558659217877,0.8100558659217877
138,35,0.7,20200411,13,优,22,65,62,35,24,NaN,10,金坛市环境监测站,5e915fbb690d8b21f9293ed1,0.28212290502793297,0.28212290502793297,0.28212290502793297,0.28212290502793297,0.28212290502793297,0.28212290502793297,0.28212290502793297,0.28212290502793297
261,40,0.3,20200411,13,优,11,113,75,40,15,NaN,10,仙人崖,5e916035690d8b21f9293f52,0.3994413407821229,0.3994413407821229,0.3994413407821229,0.3994413407821229,0.3994413407821229,0.3994413407821229,0.3994413407821229,0.3994413407821229
215,39,0.6,20200411,13,优,31,76,60,38,27,NaN,11,北戴河环保局,5e916007690d8b21f9293f21,0.3743016759776536,0.3743016759776536,0.3743016759776536,0.3743016759776536,0.3743016759776536,0.3743016759776536,0.3743016759776536,0.3743016759776536
305,99,0.4,20200411,13,良,21,99,63,95,74,细颗粒物(PM2.5),11,黄河新村,5e91605e690d8b21f9293f7f,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698,0.8519553072625698
239,105,0.6,20200411,13,轻度污染,21,57,33,160,30,颗粒物(PM10),11,艾青诗歌馆,5e916020690d8b21f9293f3b,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.01675977653631285
263,52,0.7,20200411,13,良,29,65,39,53,32,颗粒物(PM10),11,党校,5e916037690d8b21f9293f54,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548
341,68,0.7,20200411,13,良,26,78,70,80,49,细颗粒物(PM2.5),11,睦岗子站,5e916080690d8b21f9293fa3,0.7430167597765364,0.7430167597765364,0.7430167597765364,0.7430167597765364,0.7430167597765364,0.7430167597765364,0.7430167597765364,0.7430167597765364
