_id,Date,Hour,WatchPoint,AQI,Level,PrimaryPollution,PM25,PM10,CO,NO2,O3_1h,O3_8h,SO2,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
5e93d45b8369ab4b48ecda1d,20200413,10,乳山市环保局,62,良,细颗粒物(PM2.5),44,66,0.7,25,120,96,11,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665
5e93d3d18369ab4b48ecd986,20200413,10,德智高中,50,优,,31,50,0.6,30,46,62,11,0.3941368078175896,0.3941368078175896,0.3941368078175896,0.3941368078175896,0.3941368078175896,0.3941368078175896,0.3941368078175896,0.3941368078175896
5e93d4228369ab4b48ecd9dd,20200413,10,环保局,286,重度污染,细颗粒物(PM2.5),236,285,1.6,66,115,30,110,0.16612377850162866,0.16612377850162866,0.16612377850162866,0.16612377850162866,0.16612377850162866,0.16612377850162866,0.16612377850162866,0.16612377850162866
5e93d46c8369ab4b48ecda30,20200413,10,沙湖旅游区,77,良,颗粒物(PM10),34,104,3.2,41,69,30,114,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632
5e93d4908369ab4b48ecda54,20200413,10,东湖梨园,53,良,细颗粒物(PM2.5),37,41,0.6,41,66,58,12,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585
5e93d3c38369ab4b48ecd975,20200413,10,综合楼,57,良,颗粒物(PM10),21,63,0.8,29,92,79,12,0.5342019543973942,0.5342019543973942,0.5342019543973942,0.5342019543973942,0.5342019543973942,0.5342019543973942,0.5342019543973942,0.5342019543973942
5e93d3ac8369ab4b48ecd95c,20200413,10,市监测站,79,良,"颗粒物(PM10),细颗粒物(PM2.5)",58,108,0.6,36,109,79,12,0.8306188925081434,0.8306188925081434,0.8306188925081434,0.8306188925081434,0.8306188925081434,0.8306188925081434,0.8306188925081434,0.8306188925081434
5e93d3b58369ab4b48ecd966,20200413,10,人大宾馆,65,良,颗粒物(PM10),44,80,0.8,30,124,104,12,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306
5e93d4a88369ab4b48ecda6f,20200413,10,鳌峰子站,65,良,细颗粒物(PM2.5),47,69,0.8,38,99,80,12,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306
5e93d4068369ab4b48ecd9c0,20200413,10,市图书馆,59,良,颗粒物(PM10),34,67,0.6,34,51,48,12,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303
5e93d4948369ab4b48ecda59,20200413,10,监测站,180,中度污染,颗粒物(PM10),51,309,1.1,55,5,11,12,0.12052117263843648,0.12052117263843648,0.12052117263843648,0.12052117263843648,0.12052117263843648,0.12052117263843648,0.12052117263843648,0.12052117263843648
5e93d3e88369ab4b48ecd99e,20200413,10,源西,41,优,,22,41,0.5,22,83,81,12,0.28338762214983715,0.28338762214983715,0.28338762214983715,0.28338762214983715,0.28338762214983715,0.28338762214983715,0.28338762214983715,0.28338762214983715
5e93d4b88369ab4b48ecda7e,20200413,10,市环保局,124,轻度污染,颗粒物(PM10),83,197,1.8,49,11,28,12,0.07166123778501629,0.07166123778501629,0.07166123778501629,0.07166123778501629,0.07166123778501629,0.07166123778501629,0.07166123778501629,0.07166123778501629
5e93d4278369ab4b48ecd9e2,20200413,10,环保局,113,轻度污染,颗粒物(PM10),65,175,1,33,69,53,12,0.05211726384364821,0.05211726384364821,0.05211726384364821,0.05211726384364821,0.05211726384364821,0.05211726384364821,0.05211726384364821,0.05211726384364821
5e93d4088369ab4b48ecd9c2,20200413,10,火炬城,62,良,颗粒物(PM10),36,73,0.7,18,123,35,12,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665,0.6123778501628665
5e93d40f8369ab4b48ecd9c9,20200413,10,消防指挥中心,89,良,细颗粒物(PM2.5),66,116,0.8,34,138,87,12,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.9055374592833876,0.9055374592833876
5e93d49f8369ab4b48ecda65,20200413,10,文化路,56,良,颗粒物(PM10),34,61,0.7,20,65,43,12,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261
5e93d4978369ab4b48ecda5d,20200413,10,市环保,53,良,颗粒物(PM10),35,56,0.8,25,83,65,13,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585
5e93d3db8369ab4b48ecd991,20200413,10,德令哈市,97,良,颗粒物(PM10),33,144,0.7,13,90,80,13,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479
5e93d3a58369ab4b48ecd955,20200413,10,食品厂,208,重度污染,细颗粒物(PM2.5),158,168,1.2,90,80,30,13,0.13029315960912052,0.13029315960912052,0.13029315960912052,0.13029315960912052,0.13029315960912052,0.13029315960912052,0.13029315960912052,0.13029315960912052
5e93d4048369ab4b48ecd9be,20200413,10,王岗中学,77,良,细颗粒物(PM2.5),56,68,0.3,8,89,31,13,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632
5e93d3da8369ab4b48ecd990,20200413,10,共和县恰卜恰镇,95,良,颗粒物(PM10),44,140,0.8,17,98,58,13,0.9576547231270358,0.9576547231270358,0.9576547231270358,0.9576547231270358,0.9576547231270358,0.9576547231270358,0.9576547231270358,0.9576547231270358
5e93d4818369ab4b48ecda45,20200413,10,水上乐园,135,轻度污染,细颗粒物(PM2.5),103,110,0.4,26,145,83,13,0.09120521172638436,0.09120521172638436,0.09120521172638436,0.09120521172638436,0.09120521172638436,0.09120521172638436,0.09120521172638436,0.09120521172638436
5e93d3b28369ab4b48ecd962,20200413,10,松山一中,65,良,颗粒物(PM10),28,79,0.4,45,40,25,13,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306
5e93d4098369ab4b48ecd9c3,20200413,10,金坛市环境监测站,93,良,细颗粒物(PM2.5),69,114,0.8,30,78,58,13,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397
5e93d4198369ab4b48ecd9d3,20200413,10,环保局子站,77,良,细颗粒物(PM2.5),56,101,0.6,13,111,89,13,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632,0.7980456026058632
5e93d3e98369ab4b48ecd99f,20200413,10,市气象局,105,轻度污染,颗粒物(PM10),55,159,0.8,27,88,57,13,0.035830618892508145,0.035830618892508145,0.035830618892508145,0.035830618892508145,0.035830618892508145,0.035830618892508145,0.035830618892508145,0.035830618892508145
5e93d4c38369ab4b48ecda8a,20200413,10,新市府,53,良,颗粒物(PM10),13,55,0.4,22,88,71,13,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585,0.46579804560260585
5e93d4d28369ab4b48ecda99,20200413,10,新区办事处,97,良,细颗粒物(PM2.5),72,104,0.8,42,84,47,13,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479
5e93d3aa8369ab4b48ecd95a,20200413,10,海虞子站,97,良,细颗粒物(PM2.5),72,103,0.5,,102,77,13,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479
5e93d44d8369ab4b48ecda0d,20200413,10,市环境监测站,51,良,颗粒物(PM10),32,52,0.8,47,21,26,139,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973
5e93d3f98369ab4b48ecd9b2,20200413,10,虹桥邮政,97,良,细颗粒物(PM2.5),72,115,0.9,26,119,93,14,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479,0.9706840390879479
5e93d4aa8369ab4b48ecda71,20200413,10,黄河新村,90,良,颗粒物(PM10),48,129,0.4,37,88,58,14,0.9153094462540716,0.9153094462540716,0.9153094462540716,0.9153094462540716,0.9153094462540716,0.9153094462540716,0.9153094462540716,0.9153094462540716
5e93d3b18369ab4b48ecd961,20200413,10,马头岭,35,优,,24,30,0.4,19,74,31,14,0.2182410423452769,0.2182410423452769,0.2182410423452769,0.2182410423452769,0.2182410423452769,0.2182410423452769,0.2182410423452769,0.2182410423452769
5e93d4318369ab4b48ecd9ed,20200413,10,三五一五工厂,81,良,颗粒物(PM10),58,111,0.8,64,46,13,14,0.8469055374592834,0.8469055374592834,0.8469055374592834,0.8469055374592834,0.8469055374592834,0.8469055374592834,0.8469055374592834,0.8469055374592834
5e93d43f8369ab4b48ecd9fd,20200413,10,瓦房庄,70,良,颗粒物(PM10),42,90,0.7,52,52,38,14,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909
5e93d4568369ab4b48ecda18,20200413,10,环境监测站,52,良,颗粒物(PM10),20,53,1,26,69,82,14,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975
5e93d3f08369ab4b48ecd9a7,20200413,10,同仁县隆务镇,64,良,颗粒物(PM10),23,77,0.8,26,82,86,14,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185
5e93d4328369ab4b48ecd9ef,20200413,10,九狮山,51,良,颗粒物(PM10),32,51,0.8,37,12,10,14,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973
5e93d4998369ab4b48ecda5f,20200413,10,高压开关厂,109,轻度污染,细颗粒物(PM2.5),82,140,0.7,91,18,4,14,0.04234527687296417,0.04234527687296417,0.04234527687296417,0.04234527687296417,0.04234527687296417,0.04234527687296417,0.04234527687296417,0.04234527687296417
5e93d3f38369ab4b48ecd9ab,20200413,10,河南岸金山湖子站,33,优,,18,32,0.5,14,105,100,14,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277
5e93d4dc8369ab4b48ecdaa4,20200413,10,大塘山,64,良,颗粒物(PM10),39,77,0.8,50,40,47,14,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185,0.6416938110749185
5e93d3bd8369ab4b48ecd96e,20200413,10,德宏州监测站,75,良,颗粒物(PM10),40,99,0.9,38,30,25,14,0.7785016286644951,0.7785016286644951,0.7785016286644951,0.7785016286644951,0.7785016286644951,0.7785016286644951,0.7785016286644951,0.7785016286644951
5e93d41e8369ab4b48ecd9d9,20200413,10,青龙寺,18,优,,12,14,0.3,23,49,42,14,0.11400651465798045,0.11400651465798045,0.11400651465798045,0.11400651465798045,0.11400651465798045,0.11400651465798045,0.11400651465798045,0.11400651465798045
5e93d4428369ab4b48ecda00,20200413,10,区环保大楼,61,良,颗粒物(PM10),38,72,0.7,36,125,93,14,0.6026058631921825,0.6026058631921825,0.6026058631921825,0.6026058631921825,0.6026058631921825,0.6026058631921825,0.6026058631921825,0.6026058631921825
5e93d3f28369ab4b48ecd9a9,20200413,10,沈家营,67,良,细颗粒物(PM2.5),48,68,1.7,37,83,72,148,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107
5e93d3c58369ab4b48ecd977,20200413,10,市政府,65,良,细颗粒物(PM2.5),47,58,0.7,22,89,68,15,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306,0.6547231270358306
5e93d45d8369ab4b48ecda1f,20200413,10,三钢,74,良,细颗粒物(PM2.5),54,85,0.7,40,50,32,15,0.762214983713355,0.762214983713355,0.762214983713355,0.762214983713355,0.762214983713355,0.762214983713355,0.762214983713355,0.762214983713355
5e93d4708369ab4b48ecda34,20200413,10,监测站,267,重度污染,细颗粒物(PM2.5),217,279,0.6,25,128,34,15,0.1498371335504886,0.1498371335504886,0.1498371335504886,0.1498371335504886,0.1498371335504886,0.1498371335504886,0.1498371335504886,0.1498371335504886
5e93d4638369ab4b48ecda26,20200413,10,金平子站,52,良,颗粒物(PM10),23,53,0.4,24,108,93,15,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975,0.44299674267100975
5e93d4958369ab4b48ecda5b,20200413,10,漆塘,80,良,细颗粒物(PM2.5),59,100,1.5,39,107,82,15,0.8371335504885994,0.8371335504885994,0.8371335504885994,0.8371335504885994,0.8371335504885994,0.8371335504885994,0.8371335504885994,0.8371335504885994
5e93d44d8369ab4b48ecda0c,20200413,10,环保局,86,良,颗粒物(PM10),62,121,0.7,30,68,67,15,0.8827361563517915,0.8827361563517915,0.8827361563517915,0.8827361563517915,0.8827361563517915,0.8827361563517915,0.8827361563517915,0.8827361563517915
5e93d4bb8369ab4b48ecda81,20200413,10,龙虎山,38,优,,26,38,0.4,11,112,75,15,0.250814332247557,0.250814332247557,0.250814332247557,0.250814332247557,0.250814332247557,0.250814332247557,0.250814332247557,0.250814332247557
5e93d4438369ab4b48ecda02,20200413,10,州监测站,33,优,,23,32,1,5,60,65,16,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277,0.19218241042345277
5e93d4578369ab4b48ecda19,20200413,10,环保大楼,55,良,颗粒物(PM10),33,59,0.6,21,105,81,16,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886
5e93d3c28369ab4b48ecd974,20200413,10,市环保局,70,良,颗粒物(PM10),31,90,0.5,35,95,66,16,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909,0.7198697068403909
5e93d4528369ab4b48ecda13,20200413,10,北戴河环保局,58,良,颗粒物(PM10),21,65,0.8,25,83,60,16,0.5537459283387622,0.5537459283387622,0.5537459283387622,0.5537459283387622,0.5537459283387622,0.5537459283387622,0.5537459283387622,0.5537459283387622
5e93d3df8369ab4b48ecd995,20200413,10,汉川机床厂子校,56,良,颗粒物(PM10),31,62,0.6,26,53,43,16,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261
5e93d4178369ab4b48ecd9d1,20200413,10,来宾二中,55,良,颗粒物(PM10),24,60,0.7,18,91,70,16,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886,0.498371335504886
5e93d4698369ab4b48ecda2d,20200413,10,艾青诗歌馆,132,轻度污染,颗粒物(PM10),49,214,0.9,50,27,36,16,0.08469055374592833,0.08469055374592833,0.08469055374592833,0.08469055374592833,0.08469055374592833,0.08469055374592833,0.08469055374592833,0.08469055374592833
5e93d4668369ab4b48ecda2a,20200413,10,市水土所,59,良,细颗粒物(PM2.5),42,51,0.4,15,76,21,16,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303,0.5732899022801303
5e93d3a98369ab4b48ecd959,20200413,10,经开区环保局,78,良,细颗粒物(PM2.5),57,69,1.1,61,60,28,16,0.8208469055374593,0.8208469055374593,0.8208469055374593,0.8208469055374593,0.8208469055374593,0.8208469055374593,0.8208469055374593,0.8208469055374593
5e93d4cc8369ab4b48ecda92,20200413,10,监测站,161,中度污染,颗粒物(PM10),68,271,0.5,34,31,26,16,0.10097719869706841,0.10097719869706841,0.10097719869706841,0.10097719869706841,0.10097719869706841,0.10097719869706841,0.10097719869706841,0.10097719869706841
5e93d4c08369ab4b48ecda87,20200413,10,实验中学,93,良,颗粒物(PM10),44,136,1,80,31,14,16,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397,0.9348534201954397
5e93d3ee8369ab4b48ecd9a5,20200413,10,潘集区政府,102,轻度污染,颗粒物(PM10),68,153,0.5,31,103,66,17,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065,0.016286644951140065
5e93d3dc8369ab4b48ecd992,20200413,10,地区监测站,218,重度污染,颗粒物(PM10),63,362,0.5,27,47,19,17,0.13355048859934854,0.13355048859934854,0.13355048859934854,0.13355048859934854,0.13355048859934854,0.13355048859934854,0.13355048859934854,0.13355048859934854
5e93d4dd8369ab4b48ecdaa6,20200413,10,丁字口,45,优,,29,45,0.8,33,28,15,17,0.3322475570032573,0.3322475570032573,0.3322475570032573,0.3322475570032573,0.3322475570032573,0.3322475570032573,0.3322475570032573,0.3322475570032573
5e93d4be8369ab4b48ecda85,20200413,10,零陵南津渡,49,优,,31,49,0.4,13,70,43,17,0.38762214983713356,0.38762214983713356,0.38762214983713356,0.38762214983713356,0.38762214983713356,0.38762214983713356,0.38762214983713356,0.38762214983713356
5e93d39f8369ab4b48ecd950,20200413,10,八中,51,良,颗粒物(PM10),28,52,0.6,35,59,61,17,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973,0.42671009771986973
5e93d4a28369ab4b48ecda68,20200413,10,达活泉,67,良,颗粒物(PM10),34,84,1.6,65,36,11,17,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107,0.6872964169381107
5e93d4d18369ab4b48ecda98,20200413,10,烟厂,91,良,颗粒物(PM10),53,132,1.1,92,41,15,18,0.9250814332247557,0.9250814332247557,0.9250814332247557,0.9250814332247557,0.9250814332247557,0.9250814332247557,0.9250814332247557,0.9250814332247557
5e93d49a8369ab4b48ecda60,20200413,10,板塘,56,良,颗粒物(PM10),34,62,0.6,41,66,27,18,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261,0.5146579804560261
