,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
225,52,0.6,20200412,17,良,12,143,106,53,22,颗粒物(PM10),-,市政府,5e92e9e2690d8b21f929676c,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676
22,34,0.3,20200412,17,优,7,107,98,21,9,NaN,1,万寿西宫,5e92e919690d8b21f929669c,0.13128491620111732,0.13128491620111732,0.13128491620111732,0.13128491620111732,0.13128491620111732,0.13128491620111732,0.13128491620111732,0.13128491620111732
254,30,0.2,20200412,17,优,24,-,86,30,14,NaN,1,东门外小游园,5e92e9fe690d8b21f929678a,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235
324,46,1,20200412,17,优,6,145,123,13,6,NaN,1,甘溪港,5e92ea44690d8b21f92967d2,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595
188,44,0.3,20200412,17,优,12,140,131,37,26,NaN,1,省林业公司,5e92e9be690d8b21f9296745,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084
321,45,0.2,20200412,17,优,7,141,126,34,20,NaN,1,龙虎山,5e92ea41690d8b21f92967cf,0.4273743016759777,0.4273743016759777,0.4273743016759777,0.4273743016759777,0.4273743016759777,0.4273743016759777,0.4273743016759777,0.4273743016759777
233,30,0.5,20200412,17,优,7,94,85,22,8,NaN,10,市环保局,5e92e9ea690d8b21f9296775,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235
175,67,0.3,20200412,17,良,15,123,104,84,19,颗粒物(PM10),10,汉王镇固水子,5e92e9b1690d8b21f9296738,0.7150837988826816,0.7150837988826816,0.7150837988826816,0.7150837988826816,0.7150837988826816,0.7150837988826816,0.7150837988826816,0.7150837988826816
304,50,0.6,20200412,17,优,19,119,105,50,20,NaN,10,监测站,5e92ea32690d8b21f92967be,0.4888268156424581,0.4888268156424581,0.4888268156424581,0.4888268156424581,0.4888268156424581,0.4888268156424581,0.4888268156424581,0.4888268156424581
161,84,0.6,20200412,17,良,16,136,106,118,34,颗粒物(PM10),10,区政府,5e92e9a3690d8b21f9296729,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603
216,40,0.6,20200412,17,优,16,108,98,40,15,NaN,10,市环保站,5e92e9d9690d8b21f9296762,0.29329608938547486,0.29329608938547486,0.29329608938547486,0.29329608938547486,0.29329608938547486,0.29329608938547486,0.29329608938547486,0.29329608938547486
162,36,0.3,20200412,17,优,12,115,106,35,15,NaN,10,宏伟区,5e92e9a5690d8b21f929672a,0.18994413407821228,0.18994413407821228,0.18994413407821228,0.18994413407821228,0.18994413407821228,0.18994413407821228,0.18994413407821228,0.18994413407821228
28,78,0.5,20200412,17,良,15,147,126,105,24,颗粒物(PM10),10,沧县城建局,5e92e91f690d8b21f92966a2,0.776536312849162,0.776536312849162,0.776536312849162,0.776536312849162,0.776536312849162,0.776536312849162,0.776536312849162,0.776536312849162
97,33,0.3,20200412,17,优,10,104,100,-,8,NaN,10,党校,5e92e963690d8b21f92966e8,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995
236,52,0.3,20200412,17,良,10,139,124,53,27,颗粒物(PM10),10,市水土所,5e92e9ed690d8b21f9296778,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676,0.5446927374301676
204,44,0.5,20200412,17,优,16,139,123,43,16,NaN,10,监测站,5e92e9ce690d8b21f9296756,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084,0.4022346368715084
