,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
325,46,1,20200412,19,优,7,147,138,15,7,NaN,1,甘溪港,5e930667690d8b21f9296ab2,0.4527777777777778,0.4527777777777778,0.4527777777777778,0.4527777777777778,0.4527777777777778,0.4527777777777778,0.4527777777777778,0.4527777777777778
22,47,0.3,20200412,19,优,17,87,100,47,18,NaN,1,万寿西宫,5e93053b690d8b21f929697c,0.46111111111111114,0.46111111111111114,0.46111111111111114,0.46111111111111114,0.46111111111111114,0.46111111111111114,0.46111111111111114,0.46111111111111114
254,23,0.2,20200412,19,优,-,72,82,14,7,NaN,1,东门外小游园,5e930622690d8b21f9296a6a,0.06388888888888888,0.06388888888888888,0.06388888888888888,0.06388888888888888,0.06388888888888888,0.06388888888888888,0.06388888888888888,0.06388888888888888
252,56,0.3,20200412,19,良,12,110,124,61,25,颗粒物(PM10),1,上方山,5e930620690d8b21f9296a68,0.6194444444444445,0.6194444444444445,0.6194444444444445,0.6194444444444445,0.6194444444444445,0.6194444444444445,0.6194444444444445,0.6194444444444445
140,108,0.7,20200412,19,轻度污染,24,120,126,88,81,细颗粒物(PM2.5),10,南山,5e9305b3690d8b21f92969f3,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888
248,41,-,20200412,19,优,20,101,106,41,24,NaN,10,人和东街,5e93061c690d8b21f9296a64,0.3277777777777778,0.3277777777777778,0.3277777777777778,0.3277777777777778,0.3277777777777778,0.3277777777777778,0.3277777777777778,0.3277777777777778
33,48,0.4,20200412,19,优,-,119,135,48,27,NaN,10,海虞子站,5e930546690d8b21f9296988,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475
242,43,0.1,20200412,19,优,6,135,134,33,6,NaN,10,沙湖旅游区,5e930617690d8b21f9296a5e,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666
345,59,0.6,20200412,19,良,36,126,132,68,23,颗粒物(PM10),10,烟厂,5e93067a690d8b21f9296ac6,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.6583333333333333
233,29,0.6,20200412,19,优,14,90,89,21,18,NaN,10,市环保局,5e930610690d8b21f9296a55,0.08611111111111111,0.08611111111111111,0.08611111111111111,0.08611111111111111,0.08611111111111111,0.08611111111111111,0.08611111111111111,0.08611111111111111
153,87,0.7,20200412,19,良,13,158,168,123,62,颗粒物(PM10),10,环保局子站,5e9305c0690d8b21f9296a01,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8444444444444444
24,51,0.5,20200412,19,良,20,69,91,52,27,颗粒物(PM10),10,八中,5e93053d690d8b21f929697e,0.5194444444444445,0.5194444444444445,0.5194444444444445,0.5194444444444445,0.5194444444444445,0.5194444444444445,0.5194444444444445,0.5194444444444445
288,52,0.3,20200412,19,良,24,122,124,53,24,颗粒物(PM10),10,高压开关厂,5e930643690d8b21f9296a8d,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444
11,45,0.6,20200412,19,优,18,109,107,45,9,NaN,10,市监测站,5e930531690d8b21f9296971,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425
12,34,0.9,20200412,19,优,16,93,102,34,6,NaN,10,喜丰,5e930532690d8b21f9296972,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889
137,58,0.5,20200412,19,良,15,127,119,65,18,颗粒物(PM10),10,火炬城,5e9305b0690d8b21f92969f0,0.6361111111111111,0.6361111111111111,0.6361111111111111,0.6361111111111111,0.6361111111111111,0.6361111111111111,0.6361111111111111,0.6361111111111111
175,72,0.4,20200412,19,良,14,126,120,93,20,颗粒物(PM10),10,汉王镇固水子,5e9305d6690d8b21f9296a18,0.7972222222222223,0.7972222222222223,0.7972222222222223,0.7972222222222223,0.7972222222222223,0.7972222222222223,0.7972222222222223,0.7972222222222223
21,44,0.7,20200412,19,优,12,99,101,44,27,NaN,10,牛尾岭水库,5e93053a690d8b21f929697b,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778,0.4027777777777778
334,71,0.3,20200412,19,良,13,118,117,91,25,颗粒物(PM10),10,市中区政府,5e93066f690d8b21f9296abb,0.7944444444444444,0.7944444444444444,0.7944444444444444,0.7944444444444444,0.7944444444444444,0.7944444444444444,0.7944444444444444,0.7944444444444444
18,39,0.9,20200412,19,优,35,92,98,39,19,NaN,11,市环境监测站,5e930538690d8b21f9296978,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275
53,60,0.5,20200412,19,良,75,66,72,69,22,颗粒物(PM10),11,德宏州监测站,5e93055a690d8b21f929699c,0.6777777777777778,0.6777777777777778,0.6777777777777778,0.6777777777777778,0.6777777777777778,0.6777777777777778,0.6777777777777778,0.6777777777777778
181,38,0.4,20200412,19,优,12,103,98,38,19,NaN,11,环保局,5e9305dd690d8b21f9296a1e,0.24722222222222223,0.24722222222222223,0.24722222222222223,0.24722222222222223,0.24722222222222223,0.24722222222222223,0.24722222222222223,0.24722222222222223
