,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
225,46,0.6,20200412,18,优,15,140,118,46,22,NaN,-,市政府,5e92f7f7690d8b21f92968dc,0.45325779036827196,0.45325779036827196,0.45325779036827196,0.45325779036827196,0.45325779036827196,0.45325779036827196,0.45325779036827196,0.45325779036827196
56,44,0.4,20200412,18,优,10,140,132,43,17,NaN,1,监测站（原粮食局）,5e92f74d690d8b21f929682f,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305
254,29,0.2,20200412,18,优,-,73,84,29,9,NaN,1,东门外小游园,5e92f813690d8b21f92968fa,0.0679886685552408,0.0679886685552408,0.0679886685552408,0.0679886685552408,0.0679886685552408,0.0679886685552408,0.0679886685552408,0.0679886685552408
322,45,1,20200412,18,优,9,144,131,11,4,NaN,1,甘溪港,5e92f859690d8b21f9296942,0.43059490084985835,0.43059490084985835,0.43059490084985835,0.43059490084985835,0.43059490084985835,0.43059490084985835,0.43059490084985835,0.43059490084985835
22,32,0.3,20200412,18,优,8,101,100,28,1,NaN,1,万寿西宫,5e92f72a690d8b21f929680c,0.10764872521246459,0.10764872521246459,0.10764872521246459,0.10764872521246459,0.10764872521246459,0.10764872521246459,0.10764872521246459,0.10764872521246459
227,21,0.7,20200412,18,优,11,55,53,21,14,NaN,1,河东子站,5e92f7f9690d8b21f92968de,0.04815864022662889,0.04815864022662889,0.04815864022662889,0.04815864022662889,0.04815864022662889,0.04815864022662889,0.04815864022662889,0.04815864022662889
321,44,0.3,20200412,18,优,8,140,132,35,22,NaN,1,龙虎山,5e92f857690d8b21f929693f,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305,0.40509915014164305
102,77,0.6,20200412,18,良,22,98,93,103,29,颗粒物(PM10),10,市气象局,5e92f77a690d8b21f929685d,0.7988668555240793,0.7988668555240793,0.7988668555240793,0.7988668555240793,0.7988668555240793,0.7988668555240793,0.7988668555240793,0.7988668555240793
137,63,0.5,20200412,18,良,11,138,111,76,21,颗粒物(PM10),10,火炬城,5e92f79b690d8b21f9296880,0.7308781869688386,0.7308781869688386,0.7308781869688386,0.7308781869688386,0.7308781869688386,0.7308781869688386,0.7308781869688386,0.7308781869688386
153,90,0.6,20200412,18,良,11,165,164,130,66,颗粒物(PM10),10,环保局子站,5e92f7ab690d8b21f9296891,0.8611898016997167,0.8611898016997167,0.8611898016997167,0.8611898016997167,0.8611898016997167,0.8611898016997167,0.8611898016997167,0.8611898016997167
233,30,0.5,20200412,18,优,9,93,87,19,10,NaN,10,市环保局,5e92f800690d8b21f92968e5,0.07932011331444759,0.07932011331444759,0.07932011331444759,0.07932011331444759,0.07932011331444759,0.07932011331444759,0.07932011331444759,0.07932011331444759
297,65,1,20200412,18,良,30,117,111,79,29,颗粒物(PM10),10,市环境监测站,5e92f840690d8b21f9296927,0.7507082152974505,0.7507082152974505,0.7507082152974505,0.7507082152974505,0.7507082152974505,0.7507082152974505,0.7507082152974505,0.7507082152974505
29,158,0.8,20200412,18,中度污染,30,161,133,-,120,细颗粒物(PM2.5),10,食品厂,5e92f731690d8b21f9296813,0.042492917847025496,0.042492917847025496,0.042492917847025496,0.042492917847025496,0.042492917847025496,0.042492917847025496,0.042492917847025496,0.042492917847025496
