,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
209,35,0.7,20200412,13,优,20,90,68,34,24,NaN,-,市环境监测站,5e92b188690d8b21f929619b,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062
312,33,0.4,20200412,13,优,10,105,71,14,7,NaN,-,市中心,5e92b1e6690d8b21f9296205,0.12849162011173185,0.12849162011173185,0.12849162011173185,0.12849162011173185,0.12849162011173185,0.12849162011173185,0.12849162011173185,0.12849162011173185
13,35,0.7,20200412,13,优,-,-,39,-,24,NaN,-,豫源饭店,5e92b0d0690d8b21f92960d3,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062,0.20949720670391062
188,51,0.3,20200412,13,良,6,138,106,51,29,颗粒物(PM10),1,省林业公司,5e92b175690d8b21f9296185,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324
325,40,0.9,20200412,13,优,5,126,72,33,7,NaN,1,甘溪港,5e92b1f4690d8b21f9296212,0.2988826815642458,0.2988826815642458,0.2988826815642458,0.2988826815642458,0.2988826815642458,0.2988826815642458,0.2988826815642458,0.2988826815642458
203,77,0.6,20200412,13,良,8,131,96,104,50,颗粒物(PM10),10,2号,5e92b183690d8b21f9296195,0.7821229050279329,0.7821229050279329,0.7821229050279329,0.7821229050279329,0.7821229050279329,0.7821229050279329,0.7821229050279329,0.7821229050279329
204,44,0.5,20200412,13,优,18,122,71,44,17,NaN,10,监测站,5e92b184690d8b21f9296196,0.36033519553072624,0.36033519553072624,0.36033519553072624,0.36033519553072624,0.36033519553072624,0.36033519553072624,0.36033519553072624,0.36033519553072624
344,64,0.5,20200412,13,良,21,99,67,70,46,细颗粒物(PM2.5),10,新区办事处,5e92b20e690d8b21f9296227,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139
267,55,0.8,20200412,13,良,35,97,53,59,38,颗粒物(PM10),10,市第四中学,5e92b1be690d8b21f92961d7,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548
288,79,0.5,20200412,13,良,25,111,40,92,58,细颗粒物(PM2.5),10,高压开关厂,5e92b1d1690d8b21f92961ed,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894
200,55,0.5,20200412,13,良,12,118,94,59,16,颗粒物(PM10),10,开发区,5e92b17f690d8b21f9296191,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548,0.5279329608938548
4,23,0.4,20200412,13,优,4,73,53,12,4,NaN,10,阿里监测站,5e92b0c7690d8b21f92960ca,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257,0.0335195530726257
228,94,1,20200412,13,良,23,135,85,-,70,细颗粒物(PM2.5),10,十五厂,5e92b199690d8b21f92961af,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135,0.8435754189944135
31,78,0.5,20200412,13,良,3,91,76,105,47,颗粒物(PM10),10,天山天池,5e92b0e0690d8b21f92960e6,0.7849162011173184,0.7849162011173184,0.7849162011173184,0.7849162011173184,0.7849162011173184,0.7849162011173184,0.7849162011173184,0.7849162011173184
239,92,0.6,20200412,13,良,18,66,38,134,25,颗粒物(PM10),10,艾青诗歌馆,5e92b1a4690d8b21f92961bb,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028
102,73,0.5,20200412,13,良,17,93,54,96,24,颗粒物(PM10),10,市气象局,5e92b122690d8b21f929612d,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636
83,73,0.6,20200412,13,良,13,92,62,96,27,颗粒物(PM10),10,海晏县西海镇,5e92b111690d8b21f929611a,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636,0.7569832402234636
355,54,0.5,20200412,13,良,18,109,75,57,34,颗粒物(PM10),10,大塘山,5e92b21c690d8b21f9296232,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564
168,68,0.5,20200412,13,良,12,121,54,86,32,颗粒物(PM10),10,环保局,5e92b162690d8b21f9296170,0.7039106145251397,0.7039106145251397,0.7039106145251397,0.7039106145251397,0.7039106145251397,0.7039106145251397,0.7039106145251397,0.7039106145251397
251,72,0.7,20200412,13,良,12,114,81,94,45,颗粒物(PM10),10,宿迁学院,5e92b1af690d8b21f92961c7,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927,0.7513966480446927
246,54,0.4,20200412,13,良,11,142,77,57,34,颗粒物(PM10),10,监测站,5e92b1ab690d8b21f92961c2,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564,0.5083798882681564
291,61,0.5,20200412,13,良,8,132,62,72,18,颗粒物(PM10),10,襄城运动路,5e92b1d3690d8b21f92961f0,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.6368715083798883
5,53,0.5,20200412,13,良,23,95,57,48,37,细颗粒物(PM2.5),10,香溪洞,5e92b0c8690d8b21f92960cb,0.49441340782122906,0.49441340782122906,0.49441340782122906,0.49441340782122906,0.49441340782122906,0.49441340782122906,0.49441340782122906,0.49441340782122906
162,58,0.3,20200412,13,良,9,104,74,66,14,颗粒物(PM10),10,宏伟区,5e92b15b690d8b21f929616a,0.5921787709497207,0.5921787709497207,0.5921787709497207,0.5921787709497207,0.5921787709497207,0.5921787709497207,0.5921787709497207,0.5921787709497207
146,500,1,20200412,13,严重污染,44,29,8,1404,429,颗粒物(PM10),10,巡警大队,5e92b14b690d8b21f9296159,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905,0.4441340782122905
45,60,0.7,20200412,13,良,14,122,99,65,43,细颗粒物(PM2.5),10,人大宾馆,5e92b0ee690d8b21f92960f4,0.6145251396648045,0.6145251396648045,0.6145251396648045,0.6145251396648045,0.6145251396648045,0.6145251396648045,0.6145251396648045,0.6145251396648045
99,39,0.5,20200412,13,优,14,124,86,37,22,NaN,10,原169医院,5e92b11f690d8b21f929612a,0.27932960893854747,0.27932960893854747,0.27932960893854747,0.27932960893854747,0.27932960893854747,0.27932960893854747,0.27932960893854747,0.27932960893854747
141,147,0.7,20200412,13,轻度污染,15,122,80,-,112,细颗粒物(PM2.5),10,十里,5e92b146690d8b21f9296154,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838,0.0223463687150838
7,45,0.5,20200412,13,优,9,112,87,45,14,NaN,10,深沟寺,5e92b0ca690d8b21f92960cd,0.37988826815642457,0.37988826815642457,0.37988826815642457,0.37988826815642457,0.37988826815642457,0.37988826815642457,0.37988826815642457,0.37988826815642457
24,52,0.4,20200412,13,良,23,93,88,53,25,颗粒物(PM10),10,八中,5e92b0da690d8b21f92960de,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452,0.4720670391061452
310,64,0.5,20200412,13,良,16,116,81,77,42,颗粒物(PM10),10,盐城电厂,5e92b1e4690d8b21f9296203,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139,0.6703910614525139
35,51,0.4,20200412,13,良,20,127,78,52,31,颗粒物(PM10),10,市监测站,5e92b0e5690d8b21f92960ea,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324,0.4553072625698324
232,34,0.3,20200412,13,优,13,107,94,23,5,NaN,10,金平子站,5e92b19e690d8b21f92961b4,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704,0.1787709497206704
86,82,1.2,20200412,13,良,20,124,81,88,60,细颗粒物(PM2.5),10,海门市监测站,5e92b114690d8b21f929611d,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603,0.7960893854748603
245,57,0.4,20200412,13,良,4,110,64,64,22,颗粒物(PM10),10,平朔,5e92b1aa690d8b21f92961c1,0.5558659217877095,0.5558659217877095,0.5558659217877095,0.5558659217877095,0.5558659217877095,0.5558659217877095,0.5558659217877095,0.5558659217877095
265,31,0.5,20200412,13,优,10,98,72,30,13,NaN,10,光明,5e92b1bc690d8b21f92961d5,0.06983240223463687,0.06983240223463687,0.06983240223463687,0.06983240223463687,0.06983240223463687,0.06983240223463687,0.06983240223463687,0.06983240223463687
