,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
324,21,1.1,20200410,23,优,9,61,53,21,12,NaN,1,甘溪港,5e909b86690d8b21f9292b72,0.08123249299719888,0.08123249299719888,0.08123249299719888,0.08123249299719888,0.08123249299719888,0.08123249299719888,0.08123249299719888,0.08123249299719888
106,83,0.6,20200410,23,良,28,52,56,73,61,细颗粒物(PM2.5),1,监测站,5e909ab3690d8b21f9292a91,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
13,93,0.4,20200410,23,良,6,85,83,136,28,颗粒物(PM10),1,豫源饭店,5e909a59690d8b21f9292a33,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815,0.8403361344537815
72,98,1,20200410,23,良,36,81,87,143,73,细颗粒物(PM2.5),1,通天岩,5e909a93690d8b21f9292a6f,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
89,82,0.3,20200410,23,良,8,86,92,114,40,颗粒物(PM10),1,地区监测站,5e909aa3690d8b21f9292a80,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925,0.7983193277310925
227,31,0.5,20200410,23,优,6,73,77,31,18,NaN,1,河东子站,5e909b2a690d8b21f9292b0e,0.14565826330532214,0.14565826330532214,0.14565826330532214,0.14565826330532214,0.14565826330532214,0.14565826330532214,0.14565826330532214,0.14565826330532214
264,52,0.7,20200410,23,良,29,37,67,53,34,颗粒物(PM10),10,光明,5e909b4e690d8b21f9292b35,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.43137254901960786,0.43137254901960786
159,44,0.5,20200410,23,优,8,103,113,44,16,NaN,10,青龙寺,5e909ae6690d8b21f9292ac7,0.30532212885154064,0.30532212885154064,0.30532212885154064,0.30532212885154064,0.30532212885154064,0.30532212885154064,0.30532212885154064,0.30532212885154064
325,67,0.8,20200410,23,良,16,56,64,66,48,细颗粒物(PM2.5),10,零陵南津渡,5e909b87690d8b21f9292b73,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253,0.6722689075630253
100,422,1.4,20200410,23,严重污染,80,4,69,394,382,细颗粒物(PM2.5),10,地区站,5e909aae690d8b21f9292a8b,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
90,64,2,20200410,23,良,35,50,70,65,46,细颗粒物(PM2.5),10,环保局,5e909aa4690d8b21f9292a81,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118
221,65,0.6,20200410,23,良,42,71,105,80,36,颗粒物(PM10),10,环保大楼,5e909b23690d8b21f9292b07,0.6582633053221288,0.6582633053221288,0.6582633053221288,0.6582633053221288,0.6582633053221288,0.6582633053221288,0.6582633053221288,0.6582633053221288
