,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
339,30,0.3,20200412,12,优,13,93,73,14,10,NaN,-,睦岗子站,5e92a3f8690d8b21f92960b3,0.10704225352112676,0.10704225352112676,0.10704225352112676,0.10704225352112676,0.10704225352112676,0.10704225352112676,0.10704225352112676,0.10704225352112676
312,32,0.4,20200412,12,优,10,101,62,21,8,NaN,-,市中心,5e92a3dd690d8b21f9296095,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225
188,51,0.3,20200412,12,良,7,130,100,52,30,颗粒物(PM10),1,省林业公司,5e92a366690d8b21f9296015,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127,0.4507042253521127
323,35,0.9,20200412,12,优,6,110,61,35,13,NaN,1,甘溪港,5e92a3e8690d8b21f92960a2,0.23098591549295774,0.23098591549295774,0.23098591549295774,0.23098591549295774,0.23098591549295774,0.23098591549295774,0.23098591549295774,0.23098591549295774
322,48,0.3,20200412,12,优,9,121,97,36,33,NaN,1,龙虎山,5e92a3e5690d8b21f929609f,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646
72,38,0.8,20200412,12,优,5,121,86,32,19,NaN,1,通天岩,5e92a2f8690d8b21f9295f9f,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114
166,63,0.8,20200412,12,良,16,103,69,75,33,颗粒物(PM10),10,市环保局,5e92a351690d8b21f9295ffe,0.6394366197183099,0.6394366197183099,0.6394366197183099,0.6394366197183099,0.6394366197183099,0.6394366197183099,0.6394366197183099,0.6394366197183099
203,82,0.7,20200412,12,良,10,133,91,113,49,颗粒物(PM10),10,2号,5e92a374690d8b21f9296025,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507
346,62,0.7,20200412,12,良,18,90,64,73,38,颗粒物(PM10),10,市环境监测站,5e92a3ff690d8b21f92960bb,0.6140845070422535,0.6140845070422535,0.6140845070422535,0.6140845070422535,0.6140845070422535,0.6140845070422535,0.6140845070422535,0.6140845070422535
277,55,0.6,20200412,12,良,19,98,63,45,39,细颗粒物(PM2.5),10,东湖梨园,5e92a3bc690d8b21f9296072,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268
232,32,0.4,20200412,12,优,14,101,92,30,5,NaN,10,金平子站,5e92a391690d8b21f9296044,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.16901408450704225
5,43,0.4,20200412,12,优,20,71,51,43,30,NaN,10,香溪洞,5e92a2b7690d8b21f9295f5b,0.3323943661971831,0.3323943661971831,0.3323943661971831,0.3323943661971831,0.3323943661971831,0.3323943661971831,0.3323943661971831,0.3323943661971831
83,76,0.6,20200412,12,良,14,86,60,101,28,颗粒物(PM10),10,海晏县西海镇,5e92a301690d8b21f9295faa,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.7605633802816901
75,52,0.3,20200412,12,良,37,70,54,53,27,颗粒物(PM10),10,黑石坡,5e92a2fa690d8b21f9295fa2,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169
138,64,0.9,20200412,12,良,24,85,58,67,46,细颗粒物(PM2.5),10,金坛市环境监测站,5e92a336690d8b21f9295fe1,0.6591549295774648,0.6591549295774648,0.6591549295774648,0.6591549295774648,0.6591549295774648,0.6591549295774648,0.6591549295774648,0.6591549295774648
54,89,0.6,20200412,12,良,33,88,56,127,49,颗粒物(PM10),10,东山公园,5e92a2e7690d8b21f9295f8d,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563
162,78,0.3,20200412,12,良,10,102,62,105,15,颗粒物(PM10),10,宏伟区,5e92a34d690d8b21f9295ffa,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422
182,52,0.7,20200412,12,良,19,117,80,47,36,细颗粒物(PM2.5),10,湖东路四小,5e92a360690d8b21f929600f,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169
35,52,0.5,20200412,12,良,22,120,68,54,34,颗粒物(PM10),10,市监测站,5e92a2d5690d8b21f9295f7a,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169,0.476056338028169
93,55,0.5,20200412,12,良,15,97,80,59,17,颗粒物(PM10),10,市监测站,5e92a30b690d8b21f9295fb4,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.5070422535211268
223,81,1,20200412,12,良,29,127,103,111,50,颗粒物(PM10),10,荣成市环保局办公楼,5e92a387690d8b21f929603a,0.7943661971830986,0.7943661971830986,0.7943661971830986,0.7943661971830986,0.7943661971830986,0.7943661971830986,0.7943661971830986,0.7943661971830986
48,61,0.4,20200412,12,良,8,131,98,72,38,颗粒物(PM10),10,江湾东路,5e92a2e1690d8b21f9295f87,0.6084507042253521,0.6084507042253521,0.6084507042253521,0.6084507042253521,0.6084507042253521,0.6084507042253521,0.6084507042253521,0.6084507042253521
280,121,0.5,20200412,12,轻度污染,31,53,14,191,28,颗粒物(PM10),10,农水大厦,5e92a3bf690d8b21f9296075,0.01971830985915493,0.01971830985915493,0.01971830985915493,0.01971830985915493,0.01971830985915493,0.01971830985915493,0.01971830985915493,0.01971830985915493
88,348,0.6,20200412,12,严重污染,13,86,82,458,86,颗粒物(PM10),10,德令哈市,5e92a306690d8b21f9295faf,0.22816901408450704,0.22816901408450704,0.22816901408450704,0.22816901408450704,0.22816901408450704,0.22816901408450704,0.22816901408450704,0.22816901408450704
151,78,1.1,20200412,12,良,27,104,70,98,57,细颗粒物(PM2.5),11,昆山实验小学,5e92a342690d8b21f9295fee,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422,0.7690140845070422
259,60,0.7,20200412,12,良,12,102,72,69,41,颗粒物(PM10),11,公园路,5e92a3ab690d8b21f929605f,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437
141,60,0.6,20200412,12,良,16,110,72,69,-,颗粒物(PM10),11,十里,5e92a339690d8b21f9295fe4,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437
178,67,0.5,20200412,12,良,13,103,67,84,32,颗粒物(PM10),11,三五一五工厂,5e92a35d690d8b21f929600b,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169,0.676056338028169
152,40,0.8,20200412,12,优,14,99,75,40,4,NaN,11,来宾二中,5e92a343690d8b21f9295fef,0.30140845070422534,0.30140845070422534,0.30140845070422534,0.30140845070422534,0.30140845070422534,0.30140845070422534,0.30140845070422534,0.30140845070422534
291,46,0.5,20200412,12,优,9,119,46,46,21,NaN,11,襄城运动路,5e92a3ca690d8b21f9296080,0.35774647887323946,0.35774647887323946,0.35774647887323946,0.35774647887323946,0.35774647887323946,0.35774647887323946,0.35774647887323946,0.35774647887323946
272,89,0.5,20200412,12,良,27,98,46,128,59,颗粒物(PM10),11,农科所,5e92a3b8690d8b21f929606d,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563
128,45,0.5,20200412,12,优,9,110,64,45,17,NaN,11,哈达湾,5e92a32c690d8b21f9295fd7,0.3464788732394366,0.3464788732394366,0.3464788732394366,0.3464788732394366,0.3464788732394366,0.3464788732394366,0.3464788732394366,0.3464788732394366
86,92,1.2,20200412,12,良,26,109,71,98,68,细颗粒物(PM2.5),11,海门市监测站,5e92a304690d8b21f9295fad,0.8366197183098592,0.8366197183098592,0.8366197183098592,0.8366197183098592,0.8366197183098592,0.8366197183098592,0.8366197183098592,0.8366197183098592
24,50,0.4,20200412,12,优,26,89,87,50,27,NaN,11,八中,5e92a2c9690d8b21f9295f6e,0.4197183098591549,0.4197183098591549,0.4197183098591549,0.4197183098591549,0.4197183098591549,0.4197183098591549,0.4197183098591549,0.4197183098591549
326,38,0.3,20200412,12,优,18,105,50,38,17,NaN,11,实验中学,5e92a3eb690d8b21f92960a5,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114,0.28450704225352114
224,113,0.7,20200412,12,轻度污染,29,145,109,175,50,颗粒物(PM10),11,乳山市环保局,5e92a388690d8b21f929603b,0.016901408450704224,0.016901408450704224,0.016901408450704224,0.016901408450704224,0.016901408450704224,0.016901408450704224,0.016901408450704224,0.016901408450704224
7,54,0.6,20200412,12,良,12,109,78,57,19,颗粒物(PM10),11,深沟寺,5e92a2b9690d8b21f9295f5d,0.49577464788732395,0.49577464788732395,0.49577464788732395,0.49577464788732395,0.49577464788732395,0.49577464788732395,0.49577464788732395,0.49577464788732395
204,48,0.5,20200412,12,优,18,121,59,48,17,NaN,11,监测站,5e92a375690d8b21f9296026,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646,0.38591549295774646
273,106,0.8,20200412,12,轻度污染,30,122,100,161,53,颗粒物(PM10),11,文登市环保局,5e92a3b9690d8b21f929606e,0.011267605633802818,0.011267605633802818,0.011267605633802818,0.011267605633802818,0.011267605633802818,0.011267605633802818,0.011267605633802818,0.011267605633802818
288,89,0.5,20200412,12,良,36,80,26,103,66,细颗粒物(PM2.5),11,高压开关厂,5e92a3c7690d8b21f929607d,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563,0.8253521126760563
