,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
288,43,0.4,20200411,21,优,16,76,61,40,30,NaN,1,板塘,5e91d0cd690d8b21f9294aee,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196,0.39385474860335196
341,18,0.5,20200411,21,优,18,47,61,-,12,NaN,1,睦岗子站,5e91d0fe690d8b21f9294b23,0.09497206703910614,0.09497206703910614,0.09497206703910614,0.09497206703910614,0.09497206703910614,0.09497206703910614,0.09497206703910614,0.09497206703910614
22,44,0.5,20200411,21,优,64,22,83,44,27,NaN,1,万寿西宫,5e91cfce690d8b21f92949dc,0.40502793296089384,0.40502793296089384,0.40502793296089384,0.40502793296089384,0.40502793296089384,0.40502793296089384,0.40502793296089384,0.40502793296089384
324,42,0.9,20200411,21,优,5,100,94,42,24,NaN,1,甘溪港,5e91d0ee690d8b21f9294b12,0.3854748603351955,0.3854748603351955,0.3854748603351955,0.3854748603351955,0.3854748603351955,0.3854748603351955,0.3854748603351955,0.3854748603351955
311,62,0.7,20200411,21,良,64,44,95,74,15,颗粒物(PM10),10,市中心,5e91d0e2690d8b21f9294b05,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028,0.6340782122905028
168,103,0.4,20200411,21,轻度污染,23,95,118,156,43,颗粒物(PM10),10,环保局,5e91d056690d8b21f9294a70,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095
222,85,0.8,20200411,21,良,78,65,117,114,63,细颗粒物(PM2.5),10,监测站,5e91d08a690d8b21f9294aa9,0.8212290502793296,0.8212290502793296,0.8212290502793296,0.8212290502793296,0.8212290502793296,0.8212290502793296,0.8212290502793296,0.8212290502793296
353,46,0.3,20200411,21,优,15,72,58,-,32,NaN,10,天台山庄,5e91d10b690d8b21f9294b30,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922
140,79,0.6,20200411,21,良,19,95,108,108,33,颗粒物(PM10),10,南山,5e91d03c690d8b21f9294a53,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894,0.7905027932960894
160,89,0.8,20200411,21,良,51,70,115,71,66,细颗粒物(PM2.5),10,市环境监测站,5e91d04f690d8b21f9294a68,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028,0.840782122905028
236,29,0.5,20200411,21,优,13,68,79,-,20,NaN,10,市水土所,5e91d09a690d8b21f9294ab8,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156,0.21508379888268156
14,98,0.6,20200411,21,良,28,62,78,102,73,细颗粒物(PM2.5),10,工人疗养院,5e91cfc7690d8b21f92949d4,0.8631284916201117,0.8631284916201117,0.8631284916201117,0.8631284916201117,0.8631284916201117,0.8631284916201117,0.8631284916201117,0.8631284916201117
225,84,1.2,20200411,21,良,42,68,111,67,62,细颗粒物(PM2.5),10,市政府,5e91d08f690d8b21f9294aac,0.8156424581005587,0.8156424581005587,0.8156424581005587,0.8156424581005587,0.8156424581005587,0.8156424581005587,0.8156424581005587,0.8156424581005587
285,20,1.1,20200411,21,优,14,51,56,20,13,NaN,10,市环保,5e91d0ca690d8b21f9294aeb,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995,0.11731843575418995
354,50,0.5,20200411,21,优,48,54,111,50,27,NaN,10,人民公园,5e91d10c690d8b21f9294b31,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595,0.44692737430167595
275,46,0.5,20200411,21,优,9,119,118,46,18,NaN,10,聚英学校,5e91d0c1690d8b21f9294ae1,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922,0.4245810055865922
