,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
325,48,1,20200412,21,优,12,109,137,48,31,NaN,1,甘溪港,5e932288690d8b21f9296d92,0.30919220055710306,0.30919220055710306,0.30919220055710306,0.30919220055710306,0.30919220055710306,0.30919220055710306,0.30919220055710306,0.30919220055710306
252,52,0.4,20200412,21,良,29,58,115,-,36,细颗粒物(PM2.5),1,上方山,5e932240690d8b21f9296d48,0.3983286908077994,0.3983286908077994,0.3983286908077994,0.3983286908077994,0.3983286908077994,0.3983286908077994,0.3983286908077994,0.3983286908077994
254,24,-,20200412,21,优,11,76,83,21,8,NaN,1,东门外小游园,5e932242690d8b21f9296d4a,0.06128133704735376,0.06128133704735376,0.06128133704735376,0.06128133704735376,0.06128133704735376,0.06128133704735376,0.06128133704735376,0.06128133704735376
175,60,0.3,20200412,21,良,10,133,126,69,22,颗粒物(PM10),10,汉王镇固水子,5e9321f2690d8b21f9296cf8,0.5487465181058496,0.5487465181058496,0.5487465181058496,0.5487465181058496,0.5487465181058496,0.5487465181058496,0.5487465181058496,0.5487465181058496
166,90,0.8,20200412,21,良,13,103,118,71,67,细颗粒物(PM2.5),10,市环保局,5e9321e8690d8b21f9296cee,0.8161559888579387,0.8161559888579387,0.8161559888579387,0.8161559888579387,0.8161559888579387,0.8161559888579387,0.8161559888579387,0.8161559888579387
45,63,0.7,20200412,21,良,26,102,117,75,35,颗粒物(PM10),10,人大宾馆,5e932173690d8b21f9296c74,0.6155988857938719,0.6155988857938719,0.6155988857938719,0.6155988857938719,0.6155988857938719,0.6155988857938719,0.6155988857938719,0.6155988857938719
257,87,0.5,20200412,21,良,92,22,93,124,44,颗粒物(PM10),10,尖草坪,5e932245690d8b21f9296d4d,0.8022284122562674,0.8022284122562674,0.8022284122562674,0.8022284122562674,0.8022284122562674,0.8022284122562674,0.8022284122562674,0.8022284122562674
77,44,0.6,20200412,21,优,16,108,103,44,23,NaN,10,德智高中,5e932192690d8b21f9296c94,0.25348189415041783,0.25348189415041783,0.25348189415041783,0.25348189415041783,0.25348189415041783,0.25348189415041783,0.25348189415041783,0.25348189415041783
242,91,0.1,20200412,21,良,47,80,124,131,13,颗粒物(PM10),10,沙湖旅游区,5e932236690d8b21f9296d3e,0.83008356545961,0.83008356545961,0.83008356545961,0.83008356545961,0.83008356545961,0.83008356545961,0.83008356545961,0.83008356545961
315,67,0.6,20200412,21,良,58,29,88,65,48,细颗粒物(PM2.5),10,石马中学,5e93227e690d8b21f9296d88,0.6713091922005571,0.6713091922005571,0.6713091922005571,0.6713091922005571,0.6713091922005571,0.6713091922005571,0.6713091922005571,0.6713091922005571
121,53,0.7,20200412,21,良,50,85,125,55,28,颗粒物(PM10),10,虹桥邮政,5e9321bc690d8b21f9296cc0,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.4178272980501393,0.4178272980501393
344,61,0.9,20200412,21,良,71,67,125,72,30,颗粒物(PM10),10,烟厂,5e93229b690d8b21f9296da6,0.5682451253481894,0.5682451253481894,0.5682451253481894,0.5682451253481894,0.5682451253481894,0.5682451253481894,0.5682451253481894,0.5682451253481894
