,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
170,40,0.5,20200411,15,优,24,46,38,-,28,NaN,-,监测站大楼,5e917bf9690d8b21f92941d3,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093
195,33,0.5,20200411,15,优,-,75,56,33,12,NaN,-,那曲监测站,5e917c12690d8b21f92941ec,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
213,38,0.6,20200411,15,优,9,120,93,38,7,NaN,-,区环保局,5e917c24690d8b21f92941ff,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504,0.3445378151260504
88,57,0.5,20200411,15,良,8,115,102,64,21,颗粒物(PM10),-,德令哈市,5e917bab690d8b21f929417f,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983
252,33,0.3,20200411,15,优,23,88,76,25,23,NaN,1,上方山,5e917c4a690d8b21f9294228,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
79,31,0.6,20200411,15,优,5,97,73,17,8,NaN,1,马鞍山,5e917ba3690d8b21f9294176,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194,0.18487394957983194
22,33,0.2,20200411,15,优,7,105,88,-,19,NaN,1,万寿西宫,5e917b6b690d8b21f929413c,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
323,34,0.9,20200411,15,优,5,86,55,34,19,NaN,1,甘溪港,5e917c91690d8b21f9294272,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479,0.2773109243697479
187,30,0.2,20200411,15,优,7,95,84,25,19,NaN,1,第一医院,5e917c09690d8b21f92941e4,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632,0.16806722689075632
72,33,1,20200411,15,优,8,104,90,12,9,NaN,1,通天岩,5e917b9d690d8b21f929416f,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
203,57,0.7,20200411,15,良,8,163,132,58,40,细颗粒物(PM2.5),10,2号,5e917c1b690d8b21f92941f5,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983,0.6218487394957983
272,49,0.4,20200411,15,优,7,156,102,42,28,NaN,10,州水务局,5e917c60690d8b21f929423f,0.5014005602240896,0.5014005602240896,0.5014005602240896,0.5014005602240896,0.5014005602240896,0.5014005602240896,0.5014005602240896,0.5014005602240896
233,52,0.7,20200411,15,良,15,121,88,54,35,颗粒物(PM10),10,市环保局,5e917c39690d8b21f9294215,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201
260,52,0.2,20200411,15,良,9,124,94,53,12,颗粒物(PM10),10,仙人崖,5e917c54690d8b21f9294232,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201,0.5378151260504201
124,79,0.6,20200411,15,良,16,113,66,78,58,细颗粒物(PM2.5),10,高新区政府,5e917bce690d8b21f92941a3,0.8179271708683473,0.8179271708683473,0.8179271708683473,0.8179271708683473,0.8179271708683473,0.8179271708683473,0.8179271708683473,0.8179271708683473
278,32,-,20200411,15,优,5,77,77,-,22,NaN,10,农水大厦,5e917c66690d8b21f9294245,0.20448179271708683,0.20448179271708683,0.20448179271708683,0.20448179271708683,0.20448179271708683,0.20448179271708683,0.20448179271708683,0.20448179271708683
304,72,0.4,20200411,15,良,24,120,78,91,52,细颗粒物(PM2.5),11,黄河新村,5e917c80690d8b21f929425f,0.7759103641456583,0.7759103641456583,0.7759103641456583,0.7759103641456583,0.7759103641456583,0.7759103641456583,0.7759103641456583,0.7759103641456583
201,46,0.4,20200411,15,优,15,145,96,22,22,NaN,11,弄弄坪,5e917c18690d8b21f92941f2,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764
63,54,0.7,20200411,15,良,31,45,31,57,27,颗粒物(PM10),11,沙万,5e917b93690d8b21f9294166,0.5686274509803921,0.5686274509803921,0.5686274509803921,0.5686274509803921,0.5686274509803921,0.5686274509803921,0.5686274509803921,0.5686274509803921
289,50,0.7,20200411,15,优,13,108,84,50,33,NaN,11,襄城运动路,5e917c72690d8b21f9294250,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446,0.5210084033613446
