,AQI,CO,Date,Hour,Level,NO2,O3_1h,O3_8h,PM10,PM25,PrimaryPollution,SO2,WatchPoint,_id,AQIrank,PM25rank,PM10rank,COrank,NO2rank,O3_1hrank,O3_8hrank,SO2rank
102,70,-,20200412,16,良,-,102,79,90,22,颗粒物(PM10),-,市气象局,5e92db54690d8b21f929657d,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192
254,58,0.2,20200412,16,良,9,90,86,66,9,颗粒物(PM10),-,东门外小游园,5e92dbe5690d8b21f929661a,0.6824512534818942,0.6824512534818942,0.6824512534818942,0.6824512534818942,0.6824512534818942,0.6824512534818942,0.6824512534818942,0.6824512534818942
325,47,1,20200412,16,优,5,150,112,14,6,NaN,1,甘溪港,5e92dc2b690d8b21f9296662,0.48467966573816157,0.48467966573816157,0.48467966573816157,0.48467966573816157,0.48467966573816157,0.48467966573816157,0.48467966573816157,0.48467966573816157
22,34,0.3,20200412,16,优,6,107,94,16,6,NaN,1,万寿西宫,5e92db08690d8b21f929652c,0.12813370473537605,0.12813370473537605,0.12813370473537605,0.12813370473537605,0.12813370473537605,0.12813370473537605,0.12813370473537605,0.12813370473537605
188,42,0.3,20200412,16,优,7,133,126,40,23,NaN,1,省林业公司,5e92dba5690d8b21f92965d5,0.34818941504178275,0.34818941504178275,0.34818941504178275,0.34818941504178275,0.34818941504178275,0.34818941504178275,0.34818941504178275,0.34818941504178275
255,70,0.5,20200412,16,良,15,140,105,90,20,颗粒物(PM10),10,监测站,5e92dbe6690d8b21f929661b,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192,0.7576601671309192
28,65,0.4,20200412,16,良,16,143,115,80,20,颗粒物(PM10),10,沧县城建局,5e92db0d690d8b21f9296532,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.7214484679665738,0.7214484679665738
334,61,0.6,20200412,16,良,17,124,97,72,38,颗粒物(PM10),10,张家港市监测站,5e92dc33690d8b21f929666c,0.6963788300835655,0.6963788300835655,0.6963788300835655,0.6963788300835655,0.6963788300835655,0.6963788300835655,0.6963788300835655,0.6963788300835655
289,45,1,20200412,16,优,16,142,109,41,24,NaN,10,板塘,5e92dc09690d8b21f929663e,0.43454038997214484,0.43454038997214484,0.43454038997214484,0.43454038997214484,0.43454038997214484,0.43454038997214484,0.43454038997214484,0.43454038997214484
246,92,0.4,20200412,16,良,12,157,126,99,68,细颗粒物(PM2.5),10,监测站,5e92dbdf690d8b21f9296612,0.8440111420612814,0.8440111420612814,0.8440111420612814,0.8440111420612814,0.8440111420612814,0.8440111420612814,0.8440111420612814,0.8440111420612814
